GC,protein,Organism,MutS,Tudor,PWWP,tudor_tblastn,tudor_neighbor,PWWP_tblastn,PWWP_neighbor,Tudor_domain,Tudor_interpro,PWWP_domain,PWWP_interpro
GCA_015852395.1,KAG0076337.1,Linnemannia elongata,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_905071715.1,CAD6930517.1,Tilletia laevis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_905071755.1,CAD6927688.1,Tilletia laevis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_015679495.1,KAF9340478.1,Linnemannia elongata,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_910591605.1,CAG7726423.1,Allacma fusca,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 6886;neighbor protein dist: Inf,Inf,Inf,6886,Inf,FALSE,FALSE,TRUE,TRUE
GCA_008795845.1,KAB0404383.1,Balaenoptera physalus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 4114;neighbor protein dist: Inf,Inf,Inf,4114,Inf,FALSE,FALSE,TRUE,TRUE
GCA_910592045.1,CAG8589017.1,Gigaspora rosea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003611195.1,RKF76753.1,Golovinomyces cichoracearum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003611215.1,RKF56989.1,Golovinomyces cichoracearum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000442495.1,EPY19077.1,Strigomonas culicis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000442495.1,EPY24978.1,Strigomonas culicis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618515.1,VDQ00692.1,Trichobilharzia regenti,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618515.1,VDQ06179.1,Trichobilharzia regenti,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618515.1,VDQ02974.1,Trichobilharzia regenti,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618515.1,VDQ15514.1,Trichobilharzia regenti,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_024509225.1,KAI5770859.1,Gulo gulo luscus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11773;neighbor protein dist: Inf,Inf,Inf,11773,Inf,FALSE,FALSE,TRUE,TRUE
GCA_003033665.1,PTD09903.1,Fusarium culmorum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 3683217;neighbor protein dist: Inf,Inf,Inf,3683217,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022712995.1,KAI1254750.1,Eutypa lata,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900343105.1,SPQ24640.1,Thermothielavioides terrestris,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 77838;neighbor protein dist: Inf,Inf,Inf,77838,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030347535.1,KAK0113572.1,Cadophora gregata f. sp. sojae,TRUE,;dist_tblastn dist: 880387;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,880387,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_026184555.1,KAI9930999.1,Aspergillus wentii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001700775.1,OCT54375.1,Cladophialophora carrionii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020310725.1,KAH0841783.1,Fonsecaea pedrosoi,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030247865.1,KAJ9661332.1,Coniosporium apollinis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000441935.1,EPS42150.1,Dactylellina haptotyla CBS 200.50,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 106179;neighbor protein dist: Inf,Inf,Inf,106179,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918485.1,TIC44786.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918075.1,TIC19190.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918905.1,TIB81071.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004917925.1,TIC06105.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918925.1,TIC36204.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918805.1,TIC41990.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918835.1,TIC67726.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918635.1,TIB87108.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918645.1,TIB90155.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918985.1,TIC50577.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918605.1,TIC13250.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004917975.1,TIC23013.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918025.1,TIC68606.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004917935.1,TIC14834.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918155.1,TIB99346.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918915.1,TIC28129.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918005.1,TIC55946.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918795.1,TIC02914.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004919005.1,TIC67690.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004917965.1,TIC28601.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918515.1,TIB73016.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918665.1,TIB77675.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918525.1,TIB92946.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918995.1,TIC74824.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004918725.1,TIC58374.1,Wallemia mellicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001950575.1,GAV29390.1,Pichia membranifaciens,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_013400095.1,NXN70602.1,Himantopus himantopus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12868;neighbor protein dist: Inf,Inf,Inf,12868,Inf,FALSE,FALSE,TRUE,TRUE
GCA_001750085.1,OEU08107.1,Fragilariopsis cylindrus CCMP1102,TRUE,;dist_tblastn dist: 299568;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,299568,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000349385.1,EMR65943.1,Eutypa lata UCREL1,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001078535.1,CCI45044.1,Albugo candida,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_012182645.1,KAF3896329.1,Trichophyton interdigitale,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_012182655.1,KAF3898113.1,Trichophyton interdigitale,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027595875.1,KAJ2979386.1,Lecanicillium fungicola,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000209485.1,EED44457.1,Enterocytozoon bieneusi H348,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001720235.1,ODN97218.1,Cryptococcus amylolentus CBS 6273,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003813205.1,RPD55976.1,Lentinus tigrinus ALCF2SS1-6,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001651415.1,OAQ33616.1,Linnemannia elongata AG-77,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000732565.1,KFA54179.1,Stachybotrys chartarum IBT 40293,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000730325.1,KEY75219.1,Stachybotrys chartarum IBT 7711,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 38038;neighbor protein dist: Inf,Inf,Inf,38038,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003073295.1,PVG01325.1,Serendipita vermifera 'subsp. bescii',TRUE,;dist_tblastn dist: 15020;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,15020,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003790465.1,RPB11420.1,Morchella conica CCBAS932,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000732765.1,KFA73173.1,Stachybotrys chartarum IBT 40288,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000827425.1,KIM70546.1,Scleroderma citrinum Foug A,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000616785.1,EZF35553.1,Trichophyton interdigitale H6,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022836595.1,GKT92349.1,Colletotrichum tofieldiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 250167;neighbor protein dist: Inf,Inf,Inf,250167,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028828735.1,KAJ6044841.1,Penicillium canescens,TRUE,;dist_tblastn dist: 929806;neighbor protein dist: Inf,;dist_tblastn dist: 118688;neighbor protein dist: Inf,929806,Inf,118688,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022836575.1,GKT75114.1,Colletotrichum tofieldiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 246997;neighbor protein dist: Inf,Inf,Inf,246997,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028829005.1,KAJ6175733.1,Penicillium canescens,TRUE,;dist_tblastn dist: 937058;neighbor protein dist: Inf,;dist_tblastn dist: 122475;neighbor protein dist: Inf,937058,Inf,122475,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028829745.1,KAJ5996340.1,Penicillium canescens,TRUE,;dist_tblastn dist: 931430;neighbor protein dist: Inf,;dist_tblastn dist: 123164;neighbor protein dist: Inf,931430,Inf,123164,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028828795.1,KAJ6082470.1,Penicillium canescens,TRUE,;dist_tblastn dist: 933000;neighbor protein dist: Inf,;dist_tblastn dist: 118605;neighbor protein dist: Inf,933000,Inf,118605,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028828825.1,KAJ6080125.1,Penicillium canescens,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1015964;neighbor protein dist: Inf,Inf,Inf,1015964,Inf,FALSE,FALSE,FALSE,FALSE
GCA_028828745.1,KAJ6056310.1,Penicillium canescens,TRUE,;dist_tblastn dist: 927697;neighbor protein dist: Inf,;dist_tblastn dist: 118690;neighbor protein dist: Inf,927697,Inf,118690,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598625.1,KAI0947685.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598625.1,KAI0947687.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598625.1,KAI0947686.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598595.1,KAI0935020.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598595.1,KAI0935022.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022598595.1,KAI0935021.1,Antrodia cinnamomea,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_019650175.1,GIL60874.1,Volvox africanus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_019650175.1,GIL55982.1,Volvox africanus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_021650745.2,KAI2803862.1,Blomia tropicalis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 3849;neighbor protein dist: Inf,Inf,Inf,3849,Inf,FALSE,FALSE,TRUE,TRUE
GCA_029203985.1,KAJ6500392.1,Mycena sanguinolenta,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267485.1,GLC46036.1,Pleodorina starrii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267705.1,GLC68828.1,Pleodorina starrii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267705.1,GLC77437.1,Pleodorina starrii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022829195.1,KAI1871113.1,Neoarthrinium moseri,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_911174945.1,CAG8027179.1,Penicillium olsonii,TRUE,;dist_tblastn dist: 238312;neighbor protein dist: Inf,;dist_tblastn dist: 130234;neighbor protein dist: Inf,238312,Inf,130234,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023065755.1,KAI2783916.1,Daldinia loculata,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 543521;neighbor protein dist: Inf,Inf,Inf,543521,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023515725.1,KAI3634056.1,Amoeboaphelidium protococcarum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023515725.1,KAI3634509.1,Amoeboaphelidium protococcarum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_911174955.1,CAG8255339.1,Penicillium olsonii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022829225.1,KAI1851194.1,Neoarthrinium moseri,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000524515.1,EUD73163.1,Plasmodium vinckei petteri,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_911150065.1,CAG7931855.1,Penicillium olsonii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_017788925.1,KAG5437252.1,Pneumocystis canis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_911150075.1,CAG7928921.1,Penicillium olsonii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_902825255.1,CAB1453622.1,Pleuronectes platessa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 7346;neighbor protein dist: Inf,Inf,Inf,7346,Inf,FALSE,FALSE,TRUE,TRUE
GCA_022578685.1,KAI1164642.1,Nemania serpens,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027601485.1,KAJ3142778.1,Geranomyces variabilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003012315.1,RGP73860.1,Fusarium sporotrichioides,TRUE,;dist_tblastn dist: 839786;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,839786,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001625265.1,KZL70312.1,Colletotrichum tofieldiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027600685.1,KAJ3157884.1,Geranomyces variabilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_024663415.1,KAI6129543.1,Pisolithus croceorrhizus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_009176395.1,KAB8265872.1,Aspergillus pseudonomiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 682001;neighbor protein dist: Inf,Inf,Inf,682001,Inf,FALSE,FALSE,FALSE,FALSE
