qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,GC,name
GJY40796.1,AEE85972.1,35.965,228,139,4,5,228,1,225,5.76e-33,137,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GJY77149.1,AEE85973.1,38.158,228,139,2,12,238,7,233,1.88e-41,164,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GJY87564.1,AEE85972.1,34.754,305,174,6,55,347,14,305,1.12e-41,161,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GJZ11632.1,AEE85973.1,37.778,225,122,6,9,218,4,225,8.86e-33,133,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GJZ21247.1,AED91614.1,42.056,107,56,3,149,253,7,109,3.95e-17,80.5,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GJZ89570.1,AEC08569.1,51.63,184,41,1,196,331,534,717,9.63e-56,197,GCA_026074375.1,homologue of trithorax [Arabidopsis thaliana]
GKA09858.1,AEE85972.1,56.25,48,20,1,223,270,611,657,1.62e-10,63.2,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKA43786.1,AED91614.1,54.667,75,33,1,5,78,17,91,7e-19,85.9,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKA44431.1,AEE85973.1,38.235,136,82,2,2,136,91,225,9.12e-22,99.4,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKA83152.1,AEE85973.1,50,82,39,1,72,151,580,661,2.08e-19,92,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKB17584.1,AEE85972.1,45.872,109,45,3,3,106,558,657,1.31e-18,84,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKB32677.1,AEE82119.1,44.78,364,151,9,197,514,133,492,1.31e-74,257,GCA_026074375.1,MUTS homolog 6 [Arabidopsis thaliana]
GKB51540.1,AEE85973.1,32.301,226,123,3,14,210,9,233,3.85e-24,109,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKB84494.1,ANM59347.1,45.622,217,118,0,1,217,53,269,3.5e-58,211,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKC41579.1,ANM69813.1,31.679,685,316,21,1,614,900,1503,2.68e-65,233,GCA_026074375.1,binding protein [Arabidopsis thaliana]
GKC86231.1,AEE85972.1,37.946,224,132,5,9,227,4,225,2.97e-36,144,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKC88935.1,AEE85973.1,59.42,69,26,1,18,86,590,656,2.82e-19,88.2,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKC88955.1,AEE85973.1,34.071,226,130,6,5,212,1,225,6.17e-24,107,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKD23459.1,AEE29387.1,34.234,222,144,2,16,235,16,237,7.45e-32,129,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKD76315.1,AED91614.1,42.424,99,51,2,1,96,27,122,8.57e-19,85.5,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKD87196.1,AEE82119.1,40.052,382,146,13,4,305,5,383,4.82e-50,179,GCA_026074375.1,MUTS homolog 6 [Arabidopsis thaliana]
GKE23926.1,AEE85973.1,63.415,41,15,0,2,42,599,639,1.39e-13,62.4,GCA_026074375.1,transcriptional regulator [Arabidopsis thaliana]
GKG06371.1,AED91614.1,65.517,58,20,0,12,69,33,90,2.62e-22,88.2,GCA_026074375.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
OEL27161.1,AEE85973.1,41.414,297,122,4,15,309,6,252,1.49e-62,226,GCA_001633215.2,transcriptional regulator [Arabidopsis thaliana]
OEL27170.1,AEE85973.1,51.012,247,118,2,17,261,7,252,1.7e-73,253,GCA_001633215.2,transcriptional regulator [Arabidopsis thaliana]
OEL28446.1,AEE29387.1,34.902,255,116,2,41,245,31,285,8.77e-35,144,GCA_001633215.2,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
OEL33357.1,AEE82119.1,50.408,1349,544,23,3,1259,4,1319,0,1187,GCA_001633215.2,MUTS homolog 6 [Arabidopsis thaliana]
OEL34268.1,AEE86091.1,31.125,1555,859,50,84,1536,83,1527,7.84e-164,536,GCA_001633215.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
OEL35786.1,ANM59181.1,48.359,457,216,8,152,592,201,653,9.06e-135,427,GCA_001633215.2,trithorax-like protein 2 [Arabidopsis thaliana]
GKU87000.1,AEE82119.1,63.736,1365,395,21,1,1324,1,1306,0,1645,GCA_020521535.1,MUTS homolog 6 [Arabidopsis thaliana]
GKU87361.1,AEE85973.1,42.697,979,416,24,3,946,4,872,0,553,GCA_020521535.1,transcriptional regulator [Arabidopsis thaliana]
GKU87586.1,ANM59181.1,60.827,1113,387,15,1,1101,4,1079,0,1276,GCA_020521535.1,trithorax-like protein 2 [Arabidopsis thaliana]
GKU87587.1,ANM59181.1,61.601,1099,387,14,1,1087,4,1079,0,1286,GCA_020521535.1,trithorax-like protein 2 [Arabidopsis thaliana]
GKU88622.1,AEE74631.1,56.357,873,273,17,1,860,1,778,0,913,GCA_020521535.1,PHD finger family protein [Arabidopsis thaliana]
GKU88623.1,AEE74631.1,56.307,872,273,17,1,858,1,778,0,914,GCA_020521535.1,PHD finger family protein [Arabidopsis thaliana]
GKU88693.1,AEC10420.1,60.557,431,154,7,1,422,1,424,3e-161,461,GCA_020521535.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
GKU92277.1,AEC10383.1,67.857,364,102,6,1,350,1,363,4.23e-164,463,GCA_020521535.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
GKU94158.1,AED91842.1,66.585,410,114,7,1,403,1,394,0,524,GCA_020521535.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
GKU94159.1,AED91842.1,66.748,412,114,7,1,405,1,396,0,528,GCA_020521535.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
GKV03166.1,AEE85973.1,40.642,374,191,12,31,395,385,736,3.61e-48,179,GCA_020521535.1,transcriptional regulator [Arabidopsis thaliana]
GKV06200.1,AEC10383.1,66.488,373,108,5,1,366,1,363,1.42e-168,475,GCA_020521535.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
GKV12572.1,AED91842.1,66.18,411,116,9,1,405,1,394,1.82e-180,510,GCA_020521535.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
GKV18811.1,AED95553.1,57.808,1697,594,17,1,1668,1,1604,0,1858,GCA_020521535.1,binding protein [Arabidopsis thaliana]
GKV18812.1,AED95553.1,58.047,1690,594,16,1,1661,1,1604,0,1867,GCA_020521535.1,binding protein [Arabidopsis thaliana]
GKV25812.1,AED91842.1,58.578,408,125,10,1,376,1,396,4.17e-152,435,GCA_020521535.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
GKV27482.1,AEE74631.1,54.556,867,281,21,1,843,1,778,0,861,GCA_020521535.1,PHD finger family protein [Arabidopsis thaliana]
GKV27527.1,AEC10420.1,59.221,385,150,3,42,425,46,424,3.39e-155,446,GCA_020521535.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
GKV37734.1,ANM59181.1,66.353,957,302,8,150,1104,141,1079,0,1274,GCA_020521535.1,trithorax-like protein 2 [Arabidopsis thaliana]
GKV40485.1,AEE82120.1,46.774,248,90,7,1,210,1,244,1.02e-46,165,GCA_020521535.1,MUTS homolog 6 [Arabidopsis thaliana]
GKV42042.1,AEE86090.1,43.445,1701,743,47,4,1669,7,1523,0,1149,GCA_020521535.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
GKV45381.1,AEE29387.1,40.603,697,327,19,1,670,1,637,1.3e-130,414,GCA_020521535.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKV45382.1,ANM59348.1,50,68,34,0,8,75,573,640,3.11e-15,73.9,GCA_020521535.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GKV45383.1,ANM59347.1,39.068,622,309,16,7,617,9,571,4.18e-116,361,GCA_020521535.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_030268105.1,
,,,,,,,,,,,,GCA_030268105.1,
GLI62341.1,ANM61898.1,51.111,90,43,1,383,472,313,401,1.25e-19,95.1,GCA_030268105.1,SPOC domain / Transcription elongation factor S-II protein [Arabidopsis thaliana]
GLI65457.1,ANM61723.1,59.854,137,53,1,4,138,9,145,4.16e-45,151,GCA_030268105.1,alfin-like 6 [Arabidopsis thaliana]
GLI65472.1,AEE35961.1,39.453,256,135,6,1445,1699,955,1191,5.49e-51,200,GCA_030268105.1,histone-lysine N-methyltransferase [Arabidopsis thaliana]
GLI67930.1,AEE82120.1,45.902,61,30,2,171,229,121,180,3.69e-10,65.1,GCA_030268105.1,MUTS homolog 6 [Arabidopsis thaliana]
GLI68705.1,ANM63247.1,43.677,767,336,12,12,759,623,1312,0,651,GCA_030268105.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
GLI69245.1,ANM59181.1,30.521,557,282,16,776,1319,311,775,3.62e-61,231,GCA_030268105.1,trithorax-like protein 2 [Arabidopsis thaliana]
RAL48874.1,AEE74631.1,45.806,620,236,14,367,972,235,768,4.11e-148,465,GCA_003260385.1,PHD finger family protein [Arabidopsis thaliana]
RAL48903.1,ANM62039.1,53.939,330,149,3,492,820,4,331,7.66e-118,360,GCA_003260385.1,protein N-terminal asparagine amidohydrolase family protein [Arabidopsis thaliana]
RAL49223.1,AEE82119.1,57.614,1333,475,15,3,1273,4,1308,0,1432,GCA_003260385.1,MUTS homolog 6 [Arabidopsis thaliana]
RAL52779.1,AED95552.1,52.331,1630,713,24,6,1607,7,1600,0,1583,GCA_003260385.1,binding protein [Arabidopsis thaliana]
RAL52794.1,AEE85973.1,41.884,499,219,14,6,474,7,464,1.53e-96,329,GCA_003260385.1,transcriptional regulator [Arabidopsis thaliana]
RAL52943.1,AEE86090.1,35.852,1456,768,30,362,1780,200,1526,0,771,GCA_003260385.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
RAL53923.1,AEC10420.1,53.283,396,147,9,15,380,15,402,2.06e-120,357,GCA_003260385.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
RAL54255.1,AEC10383.1,62.185,357,126,3,28,382,13,362,3.32e-148,424,GCA_003260385.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
RAL54385.1,ANM59181.1,58.198,1043,388,14,103,1136,79,1082,0,1190,GCA_003260385.1,trithorax-like protein 2 [Arabidopsis thaliana]
RAL54774.1,AED91614.1,45.882,85,41,2,375,459,19,98,7.13e-17,83.2,GCA_003260385.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
GLC50282.1,AEE75013.1,42.353,85,48,1,1,85,73,156,1.3e-16,74.3,GCA_030267565.1,alfin-like 2 [Arabidopsis thaliana]
GLC50297.1,AEE35961.1,38.672,256,137,6,1537,1791,955,1191,5.23e-49,194,GCA_030267565.1,histone-lysine N-methyltransferase [Arabidopsis thaliana]
GLC50832.1,ANM59181.1,29.088,581,292,14,769,1332,298,775,2.25e-60,228,GCA_030267565.1,trithorax-like protein 2 [Arabidopsis thaliana]
GLC53717.1,AEE85972.1,33.824,136,69,5,548,675,605,727,5.99e-12,71.6,GCA_030267565.1,transcriptional regulator [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_030267565.1,
GLC56087.1,ANM61898.1,47.619,105,52,3,375,477,303,406,9.24e-20,96.3,GCA_030267565.1,SPOC domain / Transcription elongation factor S-II protein [Arabidopsis thaliana]
GLC59234.1,AEE85408.1,46.795,156,82,1,2573,2727,872,1027,5.49e-41,167,GCA_030267565.1,SET domain protein 16 [Arabidopsis thaliana]
GLC60899.1,AEE75157.1,25.311,241,136,11,4,236,5,209,1.47e-08,56.6,GCA_030267565.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF6145104.1,AED95551.1,53.673,1552,647,21,1,1506,1,1526,0,1571,GCA_014058105.1,binding protein [Arabidopsis thaliana]
KAF6145841.1,ANM59181.1,63.337,911,320,7,145,1052,181,1080,0,1178,GCA_014058105.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAF6146132.1,AEE86090.1,38.272,81,47,1,65,145,335,412,1.03e-12,69.7,GCA_014058105.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF6150568.1,AEE79740.1,61.458,96,36,1,154,249,18,112,4.01e-34,125,GCA_014058105.1,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
KAF6151798.1,AED91842.1,58.84,362,110,10,7,343,3,350,2.24e-126,369,GCA_014058105.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF6152763.1,AEE35998.1,42.635,1412,685,21,6,1372,2,1333,0,1036,GCA_014058105.1,ARM repeat superfamily protein [Arabidopsis thaliana]
KAF6156960.1,AEE82119.1,55.556,1368,410,19,1,1230,1,1308,0,1413,GCA_014058105.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF6158741.1,AED91842.1,57.576,462,123,10,1,457,1,394,5e-161,463,GCA_014058105.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF6168361.1,AEE74631.1,48.652,853,329,27,1,818,1,779,0,695,GCA_014058105.1,PHD finger family protein [Arabidopsis thaliana]
KAF6171269.1,AEE85973.1,44.468,479,219,13,6,452,4,467,2.99e-105,347,GCA_014058105.1,transcriptional regulator [Arabidopsis thaliana]
KAF6172918.1,AEE86090.1,34.723,1679,823,56,13,1585,13,1524,0,712,GCA_014058105.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
GFR40744.1,ANM59181.1,28.988,583,309,20,769,1339,286,775,4.77e-55,211,GCA_021605115.1,trithorax-like protein 2 [Arabidopsis thaliana]
GFR41460.1,ANM67980.1,20.52,346,235,12,1570,1895,148,473,2.84e-07,56.2,GCA_021605115.1,XH/XS domain-containing protein [Arabidopsis thaliana]
GFR47151.1,AED90899.1,63.768,138,50,0,4,141,8,145,9.34e-49,160,GCA_021605115.1,alfin-like 1 [Arabidopsis thaliana]
GFR47167.1,AEE35961.1,39.823,226,121,6,1495,1719,955,1166,1.71e-48,192,GCA_021605115.1,histone-lysine N-methyltransferase [Arabidopsis thaliana]
GFR47670.1,ANM69366.1,42.143,140,78,3,410,547,253,391,7.76e-21,100,GCA_021605115.1,SPOC domain / Transcription elongation factor S-II protein [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_021605115.1,
PSC69654.1,AEE85972.1,37.931,58,34,1,481,538,602,657,1.89e-08,59.7,GCA_002245815.2,transcriptional regulator [Arabidopsis thaliana]
PSC70109.1,AEC07729.1,45.113,133,72,1,408,539,277,409,1.72e-22,104,GCA_002245815.2,SPOC domain / Transcription elongation factor S-II protein [Arabidopsis thaliana]
PSC70159.1,AEE77487.1,48.026,304,150,6,245,545,80,378,6.12e-83,268,GCA_002245815.2,3-dehydroquinate synthase [Arabidopsis thaliana]
PSC70691.1,AEE82119.1,43.943,974,472,20,351,1295,344,1272,0,770,GCA_002245815.2,MUTS homolog 6 [Arabidopsis thaliana]
PSC70995.1,AEE86091.1,33.333,84,53,1,537,617,355,438,1.67e-10,65.5,GCA_002245815.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_002245815.2,
PSC71124.1,AEE27391.1,39.919,491,276,5,549,1039,15,486,5.26e-123,385,GCA_002245815.2,homolog of asparagine-linked glycosylation 12 [Arabidopsis thaliana]
PSC71758.1,AEE34471.1,32.946,258,128,7,63,315,78,295,1.25e-34,144,GCA_002245815.2,RING/FYVE/PHD zinc finger superfamily protein [Arabidopsis thaliana]
PSC72018.1,ANM59181.1,30.116,518,291,15,514,1015,315,777,3.48e-56,214,GCA_002245815.2,trithorax-like protein 2 [Arabidopsis thaliana]
PSC72082.1,AEE35960.1,42.328,189,102,3,1002,1189,988,1170,2.86e-45,182,GCA_002245815.2,histone-lysine N-methyltransferase [Arabidopsis thaliana]
PSC72083.1,AEE35960.1,42.328,189,102,3,1002,1189,988,1170,2.71e-45,182,GCA_002245815.2,histone-lysine N-methyltransferase [Arabidopsis thaliana]
PSC73395.1,AEE35797.1,28.144,167,115,3,1324,1487,12,176,1.74e-09,62.4,GCA_002245815.2,HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain-containing protein [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_002245815.2,
PSC74565.1,AEE82120.1,31.461,89,57,1,464,552,92,176,8.05e-08,56.2,GCA_002245815.2,MUTS homolog 6 [Arabidopsis thaliana]
PSC75327.1,AEE30370.1,59.657,466,188,0,73,538,5,470,0,595,GCA_002245815.2,glutamate:glyoxylate aminotransferase [Arabidopsis thaliana]
PSC75340.1,AEE85973.1,46.512,43,23,0,906,948,603,645,1.83e-08,60.1,GCA_002245815.2,transcriptional regulator [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_015179045.1,
,,,,,,,,,,,,GCA_029289565.1,
,,,,,,,,,,,,GCA_029289565.1,
CAH0475228.1,AED91041.1,26.988,415,219,11,1982,2389,198,535,9.93e-33,140,GCA_920618645.1,ubiquitin-specific protease 12 [Arabidopsis thaliana]
KAG8045877.1,AEE86090.1,40.566,636,322,18,894,1507,925,1526,9.66e-112,389,GCA_019279435.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAG8045878.1,AEE86090.1,40.566,636,322,18,894,1507,925,1526,9.66e-112,389,GCA_019279435.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAG8047026.1,AED91842.1,52.403,437,150,16,1,422,1,394,5.8e-128,377,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8047027.1,AED91842.1,51.269,394,134,16,1,379,1,351,3.07e-107,322,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8047028.1,AED91842.1,53.385,384,126,12,1,370,50,394,6.09e-117,347,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8049563.1,ANM59181.1,54.842,919,358,13,105,994,158,1048,0,984,GCA_019279435.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAG8049646.1,AEE82119.1,51.161,1378,544,23,1,1312,1,1315,0,1316,GCA_019279435.1,MUTS homolog 6 [Arabidopsis thaliana]
KAG8053171.1,AEE86090.1,33.453,1393,716,50,76,1357,234,1526,1.05e-166,540,GCA_019279435.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAG8053182.1,AEE86090.1,43.86,399,210,8,839,1231,925,1315,3.32e-91,324,GCA_019279435.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAG8054609.1,AEE35997.2,34.213,985,544,23,6,932,372,1310,2.56e-150,483,GCA_019279435.1,ARM repeat superfamily protein [Arabidopsis thaliana]
KAG8054616.1,AEE35998.1,36.901,1065,607,22,1,1045,291,1310,0,608,GCA_019279435.1,ARM repeat superfamily protein [Arabidopsis thaliana]
KAG8057220.1,AED91842.1,45.679,405,178,13,4,377,1,394,3.82e-96,293,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8057221.1,AED91842.1,44.628,363,160,12,4,336,1,352,1.11e-80,251,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8057222.1,AEC10420.1,40.462,346,154,12,32,331,86,425,1.63e-66,216,GCA_019279435.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
KAG8057223.1,AEC10420.1,40.462,346,154,12,18,317,86,425,4.81e-67,217,GCA_019279435.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
KAG8060331.1,AED91614.1,35.758,165,78,5,183,319,2,166,3.12e-20,92.8,GCA_019279435.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAG8060907.1,ANM59181.1,58.918,869,315,14,2,845,226,1077,0,1005,GCA_019279435.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAG8071423.1,AEE85972.1,48.458,227,111,3,6,230,30,252,1.62e-61,224,GCA_019279435.1,transcriptional regulator [Arabidopsis thaliana]
KAG8076046.1,AED95551.1,46.782,1616,778,30,5,1561,7,1599,0,1366,GCA_019279435.1,binding protein [Arabidopsis thaliana]
KAG8082565.1,AEE85972.1,43.75,272,142,2,9,278,7,269,2.06e-68,244,GCA_019279435.1,transcriptional regulator [Arabidopsis thaliana]
KAG8082566.1,AEE85972.1,42.138,159,81,2,3,159,120,269,4.11e-32,134,GCA_019279435.1,transcriptional regulator [Arabidopsis thaliana]
KAG8082567.1,AEE85972.1,33.529,683,338,19,6,618,4,640,1.36e-79,271,GCA_019279435.1,transcriptional regulator [Arabidopsis thaliana]
KAG8082568.1,AEE85972.1,43.636,275,144,2,33,305,4,269,2.74e-68,244,GCA_019279435.1,transcriptional regulator [Arabidopsis thaliana]
KAG8087090.1,AED91842.1,52.693,427,163,14,1,421,1,394,3.53e-131,384,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8087091.1,AED91842.1,49.485,291,117,8,6,291,129,394,4.38e-78,244,GCA_019279435.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG8094386.1,AED95552.1,47.666,1628,762,29,5,1576,7,1600,0,1367,GCA_019279435.1,binding protein [Arabidopsis thaliana]
KAG8099175.1,AED93071.1,28.259,1235,729,29,187,1340,144,1302,7.25e-122,421,GCA_019279435.1,PHD finger family protein [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_002104985.1,
KHN69409.1,AED93192.1,32.364,275,167,6,627,894,575,837,1.25e-29,128,GCA_000803265.1,phosphate deficiency response 2 [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_025991245.1,
,,,,,,,,,,,,GCA_015178995.1,
KAI0557247.1,AEE86890.1,24.699,332,217,14,282,605,238,544,1.17e-11,70.1,GCA_022539475.1,FAR1-related sequence 5 [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_022539475.1,
KAI0558210.1,AEE35880.1,37.22,223,127,5,341,561,13,224,5.01e-35,139,GCA_022539475.1,SET domain group 26 [Arabidopsis thaliana]
,,,,,,,,,,,,GCA_022539475.1,
KAI0558992.1,AEE86890.1,23.324,343,218,12,286,605,224,544,3.02e-12,72,GCA_022539475.1,FAR1-related sequence 5 [Arabidopsis thaliana]
KAI0559243.1,AED91614.1,51.923,52,24,1,13,63,38,89,2.72e-11,63.2,GCA_022539475.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI0559800.1,AEE74475.1,25.728,206,110,10,162,347,286,468,2.13e-08,56.2,GCA_022539475.1,UB-like protease 1A [Arabidopsis thaliana]
KAI0565190.1,AEE74475.1,24.747,198,122,8,469,654,286,468,2.15e-08,57.8,GCA_022539475.1,UB-like protease 1A [Arabidopsis thaliana]
KAI0565477.1,AEE86890.1,21.713,327,197,10,286,559,224,544,8.25e-09,60.8,GCA_022539475.1,FAR1-related sequence 5 [Arabidopsis thaliana]
KAI0566304.1,AED91614.1,51.923,52,24,1,13,63,38,89,2.72e-11,63.2,GCA_022539475.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI0566966.1,AED91614.1,42,50,28,1,15,63,39,88,3.25e-08,58.5,GCA_022539475.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI0567591.1,ANM59347.1,37.333,75,39,3,16,83,540,613,1.2e-07,56.2,GCA_022539475.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAF3780999.1,AEE85973.1,51.543,324,151,4,6,327,5,324,2.95e-98,324,GCA_011799765.1,transcriptional regulator [Arabidopsis thaliana]
KAF3783535.1,AEC08569.1,49.526,1054,421,22,31,1025,40,1041,0,933,GCA_011799765.1,homologue of trithorax [Arabidopsis thaliana]
KAF3784024.1,AEE82119.1,51.63,1288,479,22,1,1179,1,1253,0,1193,GCA_011799765.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF3786039.1,AEE86090.1,40.902,621,332,10,1329,1943,932,1523,3.73e-120,418,GCA_011799765.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3786050.1,AEE86090.1,40.902,621,332,10,1329,1943,932,1523,3.73e-120,418,GCA_011799765.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3787180.1,AEE86090.1,30.579,121,70,2,102,222,337,443,7.44e-14,76.6,GCA_011799765.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3787249.1,AED91842.1,55.919,397,138,11,2,394,10,373,8.96e-137,402,GCA_011799765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF3787811.1,AED91842.1,57.944,428,144,10,1,426,1,394,7.18e-159,457,GCA_011799765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF3792700.1,AEC10383.1,57.726,343,133,5,68,406,29,363,1.24e-126,370,GCA_011799765.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAF3792702.1,AEE35997.2,39.62,1368,668,29,9,1274,7,1318,0,856,GCA_011799765.1,ARM repeat superfamily protein [Arabidopsis thaliana]
PKA51072.1,AED91842.1,57.527,372,129,10,1,364,1,351,4.6e-128,375,GCA_002786265.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
PKA57771.1,ANM59181.1,55.75,913,363,14,201,1087,183,1080,0,998,GCA_002786265.1,trithorax-like protein 2 [Arabidopsis thaliana]
PKA58245.1,AEE74631.1,44.368,870,373,17,1,853,1,776,0,671,GCA_002786265.1,PHD finger family protein [Arabidopsis thaliana]
PKA59812.1,AED95553.1,51.712,1431,635,17,1,1382,1,1424,0,1446,GCA_002786265.1,binding protein [Arabidopsis thaliana]
PKA64212.1,AEE86090.1,33.42,1538,814,49,101,1513,78,1530,0,629,GCA_002786265.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
PKA65146.1,AEE82119.1,52.241,1294,479,15,152,1347,1,1253,0,1241,GCA_002786265.1,MUTS homolog 6 [Arabidopsis thaliana]
PON46636.1,AEE78888.1,55.698,781,332,7,32,801,24,801,0,870,GCA_002914845.1,cation/hydrogen exchanger 28 [Arabidopsis thaliana]
PON72400.1,AEE82119.1,62.849,1327,399,17,1,1262,1,1298,0,1580,GCA_002914845.1,MUTS homolog 6 [Arabidopsis thaliana]
PON80970.1,ANM59347.1,52.632,247,117,0,18,264,10,256,6.94e-78,270,GCA_002914845.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
PON81027.1,AED91842.1,53.545,409,144,8,1,378,1,394,5.1e-137,397,GCA_002914845.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
PON90308.1,AED95551.1,59.852,1619,601,14,1,1599,1,1590,0,1901,GCA_002914845.1,binding protein [Arabidopsis thaliana]
