GC PWWPtblastn Tudortblastn
GCA_900096635.1 65750 34339
GCA_900096645.1 145869 27788
GCA_900096615.1 65756 33575
GCA_901677965.1 652744 27797
GCA_900096705.1 427747 26923
GCA_901677955.1 425658 26531
GCA_902702945.1 425761 25806
GCA_900096625.1 65775 26520
GCA_900096685.1 428682 26514
GCA_900096605.1 145924 26518
GCA_001023035.1 423467 26669
GCA_001023045.1 Inf Inf
GCA_001023065.1 Inf Inf
GCA_021432615.1 52508 351486
GCA_000446055.1 Inf Inf
GCA_904067135.1 1476939 1890230
GCA_014170095.1 1144 Inf
GCA_003335185.2 1852037 Inf
GCA_903114435.1 811421 1887
GCA_025434175.1 4228 Inf
GCA_025434165.1 5574 Inf
GCA_002245835.2 111597 2149
GCA_000337935.2 4620 Inf
GCA_011766145.1 Inf 5505
GCA_014049495.1 342301 559238
GCA_014049445.1 342311 559208
GCA_014049585.1 342297 559232
GCA_903989565.1 342305 557330
GCA_014049455.1 342313 559216
GCA_016735785.1 Inf Inf
GCA_016735825.1 Inf Inf
GCA_000812105.1 135681 Inf
GCA_001651445.1 30710 Inf
GCA_903189765.1 Inf Inf
GCA_903470525.1 Inf Inf
GCA_903470595.1 Inf Inf
GCA_903189815.1 Inf Inf
GCA_903231485.1 Inf Inf
GCA_910592225.1 Inf Inf
GCA_001593135.2 Inf Inf
GCA_001593155.1 Inf Inf
GCA_001593125.1 Inf Inf
GCA_001593205.1 Inf Inf
GCA_001593145.1 Inf Inf
GCA_002897155.2 Inf Inf
GCA_000616965.1 30632 Inf
GCA_000616945.1 30666 Inf
GCA_000616765.1 30654 Inf
GCA_000622995.1 30673 Inf
GCA_000616985.1 Inf Inf
GCA_000616905.1 30654 Inf
GCA_000616825.1 30672 Inf
GCA_000597685.1 Inf Inf
GCA_008632915.2 1163685 1885
GCA_903819485.1 306077 12738
GCA_903819465.1 271438 12640
GCA_903819455.1 233865 12558
GCA_903819495.1 288230 12609
GCA_903819115.1 296580 12735
GCA_004917355.1 287057 12609
GCA_004917555.1 33313 12627
GCA_004918275.1 33313 12627
GCA_004918245.1 Inf 12666
GCA_004917495.1 Inf 12644
GCA_004917205.1 Inf Inf
GCA_015251385.1 68061 12664
GCA_004917375.1 289328 Inf
GCA_004917445.1 Inf Inf
GCA_004918115.1 Inf 51361
GCA_004917185.1 Inf 12686
GCA_004917335.1 Inf 12666
GCA_004917815.1 33313 12627
GCA_004917255.1 Inf 12617
GCA_004917615.1 Inf 12673
GCA_004917435.1 Inf 12648
GCA_004917165.1 Inf 12648
GCA_004917755.1 Inf 74665
GCA_004917825.1 Inf 12639
GCA_004918145.1 Inf Inf
GCA_004918195.1 Inf 12617
GCA_004917385.1 Inf 12648
GCA_004917625.1 Inf Inf
GCA_004918165.1 Inf 12626
GCA_004917425.1 Inf Inf
GCA_004917665.1 Inf 12633
GCA_004918105.1 Inf 12642
GCA_004917275.1 Inf 12665
GCA_004917485.1 Inf Inf
GCA_004917135.1 Inf Inf
GCA_004917105.1 Inf 12647
GCA_004917525.1 Inf Inf
GCA_004917725.1 Inf Inf
GCA_004918505.1 Inf 12686
GCA_004918575.1 Inf Inf
GCA_004917505.1 Inf 12651
GCA_004917145.1 Inf Inf
GCA_004917795.1 Inf 12647
GCA_004917605.1 Inf Inf
GCA_004917745.1 Inf Inf
GCA_004917705.1 Inf Inf
GCA_004917225.1 Inf Inf
GCA_004917415.1 Inf Inf
GCA_004917305.1 Inf 12652
GCA_004918215.1 Inf Inf
GCA_004917595.1 Inf Inf
GCA_004917685.1 Inf Inf
GCA_004917155.1 Inf Inf
GCA_004918535.1 Inf Inf
GCA_004917115.1 Inf Inf
GCA_016618375.1 Inf 788890
GCA_016772295.1 525171 124293
GCA_000300555.1 182478 111748
GCA_000448365.1 Inf Inf
GCA_019511825.2 1125806 1242
GCA_002920065.1 Inf 17895
GCA_002920205.1 Inf 14046
GCA_019512045.2 4846662 1242
GCA_004303085.2 Inf 1221
GCA_025869495.1 255869 17922
GCA_025869475.1 Inf Inf
GCA_001191645.1 Inf 120157
GCA_014108255.1 3771 Inf
GCA_022117675.1 Inf Inf
GCA_015679615.1 Inf Inf
GCA_905071925.1 10357132 Inf
GCA_004120215.1 2721 Inf
GCA_000763605.2 Inf 1540
GCA_014462685.1 Inf Inf
GCA_003112345.1 Inf 1040
GCA_004768765.1 44874 381567
GCA_028827855.1 528196 3343
GCA_003675555.2 30588 5732
GCA_014636115.1 49774 5731
GCA_011066845.1 248715 Inf
GCA_000769735.1 125981 200496
GCA_011068445.1 Inf 18047
GCA_011067015.1 44990 219613
GCA_011066795.1 Inf Inf
GCA_011066715.1 44859 Inf
GCA_011066735.1 45089 Inf
GCA_011066745.1 45111 Inf
GCA_011066875.1 Inf Inf
GCA_011066575.1 44758 Inf
GCA_011066985.1 Inf Inf
GCA_011066905.1 Inf Inf
GCA_011066565.1 44770 Inf
GCA_011066585.1 44746 Inf
GCA_011066605.1 44758 Inf
GCA_011066595.1 44733 Inf
GCA_011066695.1 44748 113508
GCA_011066925.1 Inf Inf
GCA_011066885.1 Inf Inf
GCA_000769755.1 Inf Inf
GCA_023508785.1 Inf 54
GCA_023508725.1 Inf 54
GCA_024703135.1 5150 Inf
GCA_014533835.1 5147 Inf
GCA_901343595.1 5146 Inf
GCA_002763495.2 Inf Inf
GCA_013390205.1 52480 363164
GCA_012932255.1 52487 604531
GCA_013201925.1 52490 598907
GCA_013201905.1 52515 Inf
GCA_013201875.1 52482 Inf
GCA_015484515.1 89035 25968
GCA_019207595.1 74558 36363
GCA_019207695.1 100757 36363
GCA_000319635.2 52492 370413
GCA_002111425.1 40141 214219
GCA_008931885.1 40170 Inf
GCA_027725215.1 472674 8945476
GCA_006542485.1 69295 Inf
GCA_000722935.2 1478958 1338
GCA_014282415.3 Inf Inf
GCA_017309895.1 66693 344856
GCA_017309875.1 82068 342653
GCA_020744275.1 157458 191534
GCA_022627135.1 2104698 26377
GCA_900029915.1 66874 348181
GCA_003290285.1 543766 64734
GCA_003615215.1 134479 1500247
GCA_017309865.1 66891 860841
GCA_000739145.1 Inf 286975
GCA_009176385.1 Inf 68924
GCA_019434415.1 Inf Inf
GCA_019434395.1 Inf Inf
GCA_017607465.1 145938 276434
GCA_000235995.2 3414437 Inf
GCA_000002825.3 Inf Inf
GCA_000151005.2 31605 953017
GCA_000302655.1 Inf Inf
GCA_000956085.1 Inf 68775
GCA_000814975.1 911491 286990
GCA_000426985.1 158711 Inf
GCA_000426965.1 158714 467492
GCA_000151035.1 57235 1465145
GCA_949352195.2 1495502 1209
GCA_025402995.1 4008 Inf
GCA_020800235.1 137294 456004
GCA_000965225.2 10441 Inf
GCA_000211455.3 Inf Inf
GCA_020004485.1 4635 Inf
GCA_020466635.2 443968 10214753
GCA_009445465.1 Inf 4836
GCA_000346045.2 Inf Inf
GCA_026401375.1 Inf Inf
GCA_026401395.1 45747 Inf
GCA_000583005.2 Inf 1209
GCA_024704025.1 Inf Inf
GCA_013416765.1 699197 102
GCA_024704135.1 Inf Inf
GCA_022343315.1 260376 14031
GCA_012295545.2 74670 154458
GCA_000315665.1 588384 154853
GCA_000151525.2 Inf Inf
GCA_024605085.1 3758 Inf
GCA_023344035.1 Inf 1582
GCA_016864655.1 91940 117309
GCA_001717485.1 320486 2396683
GCA_016865085.1 91959 117322
GCA_016865075.1 91940 117309
GCA_016864695.1 91940 117309
GCA_016864665.1 91940 117309
GCA_016864815.1 91940 117309
GCA_016864835.1 91940 117309
GCA_016864755.1 91940 117309
GCA_016864855.1 91940 117309
GCA_016864715.1 91940 117309
GCA_016864775.1 91951 117313
GCA_016864735.1 91940 117309
GCA_016864635.1 91940 117309
GCA_016906365.1 91951 117313
GCA_016864795.1 91951 117313
GCA_016865055.1 91940 117309
GCA_006461475.1 Inf Inf
GCA_018873755.1 91951 117313
GCA_003287315.1 92116 117485
GCA_029704095.1 Inf 383139
GCA_000149865.1 333200 842482
GCA_000401635.1 19236 Inf
GCA_001298345.1 Inf Inf
GCA_905397895.1 33525 Inf
GCA_009805615.1 Inf Inf
GCA_000209535.1 Inf Inf
GCA_000696795.3 Inf Inf
GCA_011801645.2 Inf Inf
GCA_011801035.2 9716 Inf
GCA_011801605.2 Inf Inf
GCA_011952175.2 Inf Inf
GCA_011801575.2 9957 Inf
GCA_011801495.1 Inf Inf
GCA_011800955.2 Inf Inf
GCA_011950945.2 Inf Inf
GCA_011800985.2 Inf Inf
GCA_011801505.2 Inf Inf
GCA_011952145.2 Inf Inf
GCA_011801555.2 Inf Inf
GCA_011801305.2 Inf Inf
GCA_011801055.2 Inf Inf
GCA_011763935.1 Inf Inf
GCA_011950985.2 10116 Inf
GCA_000209555.1 Inf Inf
GCA_011951285.2 10134 Inf
GCA_011763955.1 Inf Inf
GCA_011801725.2 Inf Inf
GCA_011801385.2 Inf Inf
GCA_011763875.1 Inf Inf
GCA_011801675.2 Inf Inf
GCA_011801815.2 Inf Inf
GCA_011764025.1 Inf Inf
GCA_011763775.1 11301 Inf
GCA_011951295.2 Inf Inf
GCA_011801785.2 Inf Inf
GCA_011952045.2 Inf Inf
GCA_011801335.2 Inf Inf
GCA_011801705.2 Inf Inf
GCA_011952115.2 Inf Inf
GCA_011763975.1 Inf Inf
GCA_011764185.1 9999 Inf
GCA_011763995.1 Inf Inf
GCA_011764125.1 Inf Inf
GCA_011764225.1 Inf Inf
GCA_011764265.1 Inf Inf
GCA_027923925.1 Inf 86452
GCA_027923885.1 634654 86261
GCA_027923685.1 Inf 86488
GCA_027923605.1 324387 86223
GCA_027923625.1 76075 86283
GCA_027923665.1 933836 86262
GCA_001602395.1 203501 318974
GCA_002083735.1 Inf Inf
GCA_011763475.1 Inf Inf
GCA_011762625.1 Inf Inf
GCA_011762635.1 Inf Inf
GCA_011763565.1 Inf Inf
GCA_019788775.1 194196 Inf
GCA_015680655.1 Inf Inf
GCA_015847185.1 Inf Inf
GCA_015849285.1 Inf Inf
GCA_015679415.1 Inf Inf
GCA_015849305.1 Inf Inf
GCA_902155815.1 2934 90894
GCA_014176185.1 2934 Inf
GCA_014176175.1 109079 Inf
GCA_000239835.2 203492 86010
GCA_000170175.2 465324 28231
GCA_000259595.1 Inf Inf
GCA_001890745.1 454491 85671
GCA_001890685.1 1256864 119633
GCA_000935105.1 Inf 57037
GCA_000875815.1 124984 59015
GCA_000836355.1 124696 48841
GCA_000150055.1 599793 28283
GCA_000835745.1 Inf Inf
GCA_000344635.1 224978 6668
GCA_002083745.1 Inf Inf
GCA_023168115.2 263540 1090281
GCA_011392495.1 436392 903355
GCA_021029045.1 29814 741
GCA_001605315.2 1740396 383256
GCA_021029115.1 35418 741
GCA_021029035.1 32259 662
GCA_009805475.2 721491 Inf
GCA_003144605.1 141537 Inf
GCA_001653205.1 263744 1093508
GCA_024341865.1 39042 Inf
GCA_013396795.1 3221 Inf
GCA_021535285.1 10141 63646
GCA_028027665.1 8656 112993
GCA_028028305.1 8656 363511
GCA_028028135.1 8656 112923
GCA_028025245.1 8656 112919
GCA_030028025.1 8656 112919
GCA_028024475.1 8656 112921
GCA_028024505.1 8656 112921
GCA_028028335.1 8656 112921
GCA_028025565.1 8656 112919
GCA_028026935.1 8656 112917
GCA_028024125.1 8656 112921
GCA_028028245.1 8656 Inf
GCA_028027615.1 8656 113058
GCA_028025295.1 8656 Inf
GCA_028023995.1 8656 112909
GCA_028026005.1 8656 Inf
GCA_028027435.1 8656 363513
GCA_030028065.1 8656 363513
GCA_028026235.1 8656 363513
GCA_028026945.1 8656 363511
GCA_028024355.1 8656 112915
GCA_028027445.1 8656 112921
GCA_030060715.1 Inf Inf
GCA_030061565.1 326884 Inf
GCA_030061365.1 Inf 15679
GCA_030061555.1 395327 15612
GCA_030061575.1 361545 15639
GCA_030061845.1 Inf Inf
GCA_030061375.1 Inf 225740
GCA_902085965.1 Inf Inf
GCA_030062325.1 Inf 16135
GCA_030061005.1 Inf Inf
GCA_030061875.1 93246 240429
GCA_030062345.1 93355 225666
GCA_030061595.1 Inf 80112
GCA_030062295.1 6064 Inf
GCA_030062335.1 Inf 15606
GCA_030061385.1 Inf 27125
GCA_030061585.1 Inf 15843
GCA_030061015.1 Inf 15633
GCA_030060985.1 6064 Inf
GCA_030060995.1 314690 15841
GCA_030061855.1 Inf 225557
GCA_030061835.1 Inf 15679
GCA_030060685.1 Inf 225732
GCA_028026245.1 8656 Inf
GCA_030061355.1 Inf 15615
GCA_030060675.1 315174 15617
GCA_015832375.1 Inf Inf
GCA_001972345.1 10145 165106
GCA_000350365.1 60733 660644
GCA_002140095.1 139506 60034
GCA_005223365.2 934548 1555
GCA_900004885.2 139546 60032
GCA_900005025.2 139569 60043
GCA_003016335.1 Inf Inf
GCA_000497085.1 Inf Inf
GCA_902827195.2 741627 1250234
GCA_016906325.1 282514 94248
GCA_003076615.3 112155 Inf
GCA_011752425.2 13355 Inf
GCA_002158475.1 10532 130193
GCA_000236345.1 Inf Inf
GCA_001445595.3 1824 Inf
GCA_000769765.1 Inf Inf
GCA_019364655.1 Inf Inf
GCA_001049375.1 296387 254051
GCA_003709365.1 7821 887
GCA_900618405.1 Inf Inf
GCA_001005745.2 1239 Inf
GCA_019924415.1 Inf 19361
GCA_019925035.1 Inf 19374
GCA_019923975.1 130317 12949
GCA_019924425.1 9852 545001
GCA_019925005.1 398629 Inf
GCA_019924175.1 Inf 13081
GCA_019925055.1 107956 20675
GCA_019924015.1 98453 21256
GCA_019924835.1 Inf 13081
GCA_019924265.1 8728 17241
GCA_019924725.1 Inf 13081
GCA_019924715.1 Inf 13081
GCA_019924815.1 Inf 13081
GCA_019924825.1 Inf 13081
GCA_019925085.1 91007 21261
GCA_019924995.1 Inf 13436
GCA_019924255.1 Inf 13436
GCA_019924195.1 Inf 13436
GCA_019924895.1 Inf 21425
GCA_019924875.1 Inf Inf
GCA_019924185.1 Inf Inf
GCA_019924355.1 Inf Inf
GCA_019924535.1 Inf Inf
GCA_019924465.1 Inf Inf
GCA_019924025.1 Inf Inf
GCA_019924555.1 Inf 3233
GCA_019924485.1 Inf Inf
GCA_019925775.1 Inf Inf
GCA_019924615.1 Inf Inf
GCA_019924435.1 Inf Inf
GCA_019924275.1 Inf Inf
GCA_019924735.1 Inf Inf
GCA_019924755.1 Inf Inf
GCA_019924575.1 Inf Inf
GCA_019924905.1 Inf Inf
GCA_019924135.1 Inf Inf
GCA_019924395.1 Inf Inf
GCA_019924655.1 Inf Inf
GCA_019924155.1 Inf Inf
GCA_019924215.1 Inf Inf
GCA_019924675.1 Inf Inf
GCA_019924695.1 Inf Inf
GCA_019924375.1 Inf Inf
GCA_019924315.1 Inf Inf
GCA_019924115.1 Inf Inf
GCA_019924295.1 229045 Inf
GCA_019924775.1 Inf 3233
GCA_019925215.1 Inf Inf
GCA_004920355.1 44913 426691
GCA_023705605.1 53016 426938
GCA_900237765.1 2242172 755726
GCA_028858655.1 55947 102
GCA_028856445.1 55959 102
GCA_028751825.1 55737 102
GCA_028891585.1 55952 102
GCA_028858645.1 55952 102
GCA_019454015.1 55825 102
GCA_028564845.1 55961 102
GCA_000313795.2 Inf Inf
GCA_011763755.1 11304 Inf
GCA_011763795.1 11308 Inf
GCA_011763835.1 11348 Inf
GCA_011763855.1 Inf Inf
GCA_011763915.1 Inf Inf
GCA_011763715.1 Inf Inf
GCA_011763695.1 Inf Inf
GCA_011763895.1 Inf Inf
GCA_011763585.1 Inf Inf
GCA_011763815.1 Inf Inf
GCA_011764145.1 Inf Inf
GCA_011763735.1 Inf Inf
GCA_011763605.1 Inf Inf
GCA_008522505.1 2092964 493252
GCA_008520325.1 98723 493364
GCA_004115165.2 114812 91965
GCA_000338975.1 55948 102
GCA_000299215.2 17057 1167744
GCA_001691835.3 9306 Inf
GCA_000151065.3 958385 768496
GCA_000149815.1 Inf 94541
GCA_000150085.1 Inf 90089
GCA_024244205.1 3803 7491479
GCA_029890035.1 3890 Inf
GCA_014595675.1 1098 Inf
GCA_910393935.1 Inf 50770
GCA_027945365.1 326991 389252
GCA_002081675.1 Inf Inf
GCA_007646595.3 4473 Inf
GCA_013305595.1 9471 Inf
GCA_013365125.1 9476 283707
GCA_013305805.1 Inf Inf
GCA_013365065.1 9514 Inf
GCA_025234805.1 15737 347235
GCA_014596635.1 9468 248727
GCA_013365075.1 14459 Inf
GCA_900002365.1 9511 27181
GCA_009769425.1 Inf Inf
GCA_009769405.1 Inf Inf
GCA_009428345.1 Inf Inf
GCA_009769445.1 Inf Inf
GCA_001645015.2 Inf Inf
GCA_905250105.1 Inf Inf
GCA_003710015.1 Inf Inf
GCA_009428365.1 Inf Inf
GCA_000828355.1 Inf Inf
GCA_002738545.1 3835 Inf
GCA_023138355.1 Inf 382922
GCA_023065495.1 2235472 1637671
GCA_023141145.1 792731 Inf
GCA_023065415.1 564735 1427621
GCA_023141275.1 1024468 Inf
GCA_023065595.1 Inf 1409947
GCA_023138445.1 812393 Inf
GCA_023138675.1 989353 543218
GCA_023141305.1 Inf Inf
GCA_023065375.1 Inf Inf
GCA_023138615.1 Inf 715036
GCA_023137995.1 Inf Inf
GCA_023141165.1 Inf 126997
GCA_023141315.1 989682 Inf
GCA_023141355.1 Inf Inf
GCA_023091085.1 2344798 543385
GCA_023141115.1 Inf Inf
GCA_023065655.1 Inf Inf
GCA_022829115.1 Inf Inf
GCA_023138645.1 Inf Inf
GCA_023141155.1 1087349 Inf
GCA_023065685.1 Inf Inf
GCA_023141515.1 968897 1886084
GCA_023141205.1 Inf Inf
GCA_023138015.1 Inf Inf
GCA_023065465.1 Inf Inf
GCA_023141395.1 Inf Inf
GCA_023141195.1 Inf Inf
GCA_023141385.1 Inf Inf
GCA_023141235.1 Inf Inf
GCA_023065525.1 Inf Inf
GCA_023138005.1 Inf Inf
GCA_004919615.1 Inf 135416
GCA_013399815.1 4154 Inf
GCA_000333975.2 Inf Inf
GCA_023065625.1 Inf Inf
GCA_003370565.1 Inf 1375
GCA_019425475.1 Inf 48
GCA_029747605.1 Inf Inf
GCA_008692205.1 715912 105
GCA_001483515.1 2982 Inf
GCA_001593465.1 2982 Inf
GCA_900162805.1 12703 Inf
GCA_001593475.1 2982 Inf
GCA_008692325.1 Inf Inf
GCA_022544805.1 Inf 105
GCA_003171545.1 Inf 105
GCA_022578395.1 Inf 105
GCA_022578365.1 Inf 105
GCA_022544795.1 Inf 105
GCA_022788415.1 Inf 105
GCA_022788435.1 Inf 105
GCA_022788425.1 Inf 105
GCA_022788405.1 Inf 105
GCA_022788505.1 Inf 105
GCA_022788515.1 Inf 105
GCA_022788445.1 Inf 105
GCA_003231345.1 Inf 105
GCA_003231365.1 Inf 105
GCA_003231355.1 Inf 105
GCA_020726465.1 15866 582788
GCA_009728675.1 335319 105
GCA_009728665.1 327819 105
GCA_009728645.1 387860 105
GCA_009728635.1 800491 105
GCA_009728655.1 789671 105
GCA_000166005.1 Inf 105
GCA_000813385.1 50118 125006
GCA_012184645.1 58649 7095
GCA_012184655.1 58649 7095
GCA_003692655.1 4154 15812951
GCA_001638945.1 250990 1218208
GCA_900231935.2 92013 105
GCA_000875795.1 73280 19600
GCA_000836375.1 73240 19601
GCA_000835815.1 73279 19600
GCA_000875855.1 73273 19612
GCA_000835765.1 73285 19593
GCA_000836455.1 73240 19601
GCA_000836315.1 73285 19593
GCA_000513255.1 975555 209208
GCA_011057915.1 4124 Inf
GCA_014904895.1 Inf Inf
GCA_000469055.2 Inf Inf
GCA_000227375.1 Inf Inf
GCA_020744115.1 157800 3490
GCA_012979565.1 63978 884630
GCA_012980525.1 63978 602604
GCA_000769215.1 157850 358460
GCA_001983305.1 46086 41821
GCA_018282135.1 137720 Inf
GCA_019207515.1 32192 36369
GCA_012959155.1 164057 3499
GCA_019207615.1 32192 14996
GCA_019207635.1 100437 36381
GCA_019207505.1 32186 70530
GCA_019207585.1 32189 36368
GCA_019207455.1 32194 36369
GCA_019207525.1 100475 36372
GCA_019207555.1 32191 36378
GCA_019207605.1 100475 36372
GCA_015473125.1 13132 21058
GCA_022606095.1 600394 264540
GCA_022814895.1 1214425 Inf
GCA_002008025.1 Inf Inf
GCA_002008015.1 Inf Inf
GCA_002007985.1 Inf Inf
GCA_001447595.1 Inf Inf
GCA_002008075.1 Inf 62741
GCA_002008085.1 Inf Inf
GCA_002008065.1 Inf Inf
GCA_002008095.1 Inf Inf
GCA_002007995.1 29469 Inf
GCA_027925865.1 50767 Inf
GCA_900618355.1 Inf Inf
GCA_016984135.1 Inf Inf
GCA_900618005.1 Inf Inf
GCA_003205855.1 46085 41966
GCA_029606385.1 81123 Inf
GCA_004119895.1 2173 Inf
GCA_006013705.1 Inf 1186
GCA_001645005.2 Inf Inf
GCA_905068135.1 Inf Inf
GCA_905072865.1 Inf Inf
GCA_905071745.1 Inf Inf
GCA_905071735.1 Inf Inf
GCA_030267585.1 Inf Inf
GCA_030267665.1 Inf Inf
GCA_030267685.1 Inf Inf
GCA_030267825.1 Inf Inf
GCA_030267845.1 Inf Inf
GCA_000945115.1 534879 Inf
GCA_030142165.1 72128 26106
GCA_019207725.1 4531 14849
GCA_019208005.1 4533 14846
GCA_020536115.1 4531 14841
GCA_019207815.1 4534 14841
GCA_019207965.1 4524 14841
GCA_019207715.1 4541 14841
GCA_019207825.1 4535 14841
GCA_019207735.1 4541 14841
GCA_019207905.1 4541 14839
GCA_019207835.1 4533 14837
GCA_019208045.1 4533 14841
GCA_001747055.1 358413 135452
GCA_009805765.1 234118 Inf
GCA_009805715.1 Inf Inf
GCA_019721275.1 355287 Inf
GCA_009805785.1 Inf Inf
GCA_000509465.1 Inf Inf
GCA_000509525.1 Inf Inf
GCA_000509505.1 Inf Inf
GCA_000509485.1 Inf Inf
GCA_003325415.1 Inf Inf
GCA_027595865.1 4565 34670
GCA_020569285.1 267562 1322240
GCA_020573595.1 Inf Inf
GCA_020578205.1 457659 202681
GCA_020578315.1 Inf 202265
GCA_020578265.1 Inf Inf
GCA_020578075.1 Inf Inf
GCA_020576195.1 Inf 485187
GCA_020577795.1 Inf 485327
GCA_020569235.1 Inf 203798
GCA_020578085.1 Inf 485201
GCA_020571895.1 Inf 202207
GCA_020557385.1 Inf Inf
GCA_020577905.1 Inf Inf
GCA_020579815.1 Inf 203194
GCA_020580155.1 Inf Inf
GCA_020577805.1 Inf 485223
GCA_020574145.1 554074 203316
GCA_020574055.1 2185851 Inf
GCA_020574265.1 457459 202246
GCA_020570045.1 457258 202093
GCA_020580905.1 Inf 202416
GCA_020568765.1 480582 438494
GCA_020577915.1 Inf 485144
GCA_020575615.1 Inf Inf
GCA_020574405.1 481179 Inf
GCA_020574825.1 465743 Inf
GCA_020576365.1 Inf 128172
GCA_020572345.1 Inf 202106
GCA_020578095.1 Inf Inf
GCA_020574085.1 479412 202655
GCA_020578295.1 Inf Inf
GCA_020575405.1 457660 203001
GCA_020569895.1 Inf 202108
GCA_020569145.1 1205304 Inf
GCA_020574155.1 480634 202766
GCA_020568935.1 Inf Inf
GCA_020574345.1 465726 202684
GCA_020581275.1 Inf 202012
GCA_020578105.1 Inf Inf
GCA_020578115.1 Inf Inf
GCA_020569485.1 Inf 202916
GCA_020573725.1 456917 203307
GCA_020573325.1 482068 Inf
GCA_020578375.1 Inf Inf
GCA_020568465.1 458003 202203
GCA_020568945.1 Inf Inf
GCA_020580725.1 1394845 Inf
GCA_020570935.1 481598 Inf
GCA_020574715.1 465801 Inf
GCA_020577855.1 Inf 485118
GCA_020572945.1 Inf Inf
GCA_020570415.1 481468 Inf
GCA_020580085.1 464299 Inf
GCA_020570685.1 457289 202153
GCA_020581045.1 481450 Inf
GCA_020572315.1 480512 Inf
GCA_020569685.1 457256 202167
GCA_020572075.1 Inf 202201
GCA_020573605.1 2227910 Inf
GCA_020573275.1 481257 Inf
GCA_020579835.1 553671 203352
GCA_020575485.1 456929 Inf
GCA_020574295.1 457478 202373
GCA_020571965.1 457399 202177
GCA_020571545.1 Inf Inf
GCA_020574375.1 466000 203367
GCA_020574725.1 481016 Inf
GCA_020569515.1 479626 201952
GCA_020570735.1 457280 202152
GCA_020571295.1 480448 Inf
GCA_020575355.1 479921 203734
GCA_020572635.1 481618 Inf
GCA_020579825.1 Inf Inf
GCA_020574595.1 480443 Inf
GCA_020576185.1 464349 202961
GCA_020570405.1 481622 Inf
GCA_020580075.1 464299 Inf
GCA_020574115.1 458039 202905
GCA_020570975.1 Inf Inf
GCA_020567955.1 Inf 1499022
GCA_020575645.1 481120 202072
GCA_020568635.1 1422088 438749
GCA_020570525.1 457266 250497
GCA_020569505.1 479642 201921
GCA_020572395.1 Inf 202407
GCA_020578615.1 512121 Inf
GCA_020570395.1 481595 Inf
GCA_020575775.1 481868 Inf
GCA_020573765.1 480442 Inf
GCA_020574875.1 482721 Inf
GCA_020580415.1 Inf 202319
GCA_020573285.1 435771 1122904
GCA_020568205.1 480263 Inf
GCA_020578515.1 2220800 Inf
GCA_020575195.1 481325 Inf
GCA_020578585.1 480251 1177439
GCA_020569945.1 Inf 201991
GCA_020575035.1 464155 202962
GCA_020571325.1 Inf Inf
GCA_020569495.1 480369 203086
GCA_020578445.1 480409 Inf
GCA_020579855.1 Inf Inf
GCA_020571815.1 480400 Inf
GCA_020571885.1 480542 Inf
GCA_020575375.1 464244 Inf
GCA_020572205.1 480534 Inf
GCA_020580115.1 464846 203002
GCA_020570345.1 487554 202473
GCA_020580665.1 Inf Inf
GCA_020568415.1 480425 Inf
GCA_020581165.1 Inf Inf
GCA_020572305.1 483335 Inf
GCA_020571265.1 457512 202145
GCA_020579845.1 488261 Inf
GCA_020571605.1 Inf 202135
GCA_020572645.1 481470 Inf
GCA_020568095.1 Inf Inf
GCA_020580695.1 Inf Inf
GCA_020574755.1 458926 203109
GCA_020572955.1 464319 202999
GCA_020570015.1 487472 202441
GCA_020574365.1 Inf 203359
GCA_020575445.1 456905 Inf
GCA_020580305.1 457750 249079
GCA_020571575.1 Inf 201998
GCA_020572995.1 479412 202657
GCA_020573915.1 Inf Inf
GCA_020573315.1 481446 Inf
GCA_020580655.1 465741 203004
GCA_020570965.1 481577 Inf
GCA_020568055.1 480211 Inf
GCA_020570635.1 481551 Inf
GCA_020568325.1 481317 202632
GCA_020580425.1 532722 202349
GCA_020575285.1 Inf Inf
GCA_020575975.1 479411 202761
GCA_020573495.1 457480 202336
GCA_020570355.1 Inf 202450
GCA_020580145.1 464679 202871
GCA_020575105.1 Inf 202948
GCA_020574615.1 1324809 203006
GCA_020568775.1 Inf 202384
GCA_020575995.1 Inf 203258
GCA_020580775.1 Inf 202392
GCA_020568045.1 Inf Inf
GCA_020580485.1 457331 Inf
GCA_020574385.1 463654 Inf
GCA_020575955.1 Inf Inf
GCA_020573625.1 Inf Inf
GCA_020581155.1 Inf Inf
GCA_020568705.1 486982 Inf
GCA_020572985.1 463565 202303
GCA_020572675.1 464130 202912
GCA_000166155.1 232995 Inf
GCA_001858085.1 28326 Inf
GCA_000723665.1 Inf 41052
GCA_000474925.1 185177 891897
GCA_000836335.1 43090 19646
GCA_000968475.1 Inf 133157
GCA_001078035.1 8790 25447
GCA_000218725.1 243542 93705
GCA_000365525.1 Inf Inf
GCA_000365545.1 Inf Inf
GCA_000365505.1 Inf Inf
GCA_000367145.1 Inf Inf
GCA_000418435.1 Inf Inf
GCA_942653925.1 1406285 1673885
GCA_020744135.1 537187 47055
GCA_000767015.2 1079744 4343880
GCA_005966545.1 49490 156417
GCA_003013795.1 30386 85213
GCA_022830095.1 141115 22994
GCA_019425555.1 Inf 127192
GCA_022829885.1 12500 586894
GCA_022832175.1 250751 23002
GCA_022829975.1 12502 426404
GCA_022831985.1 66528 23002
GCA_023343765.1 268312 Inf
GCA_022832115.1 66525 22943
GCA_030270365.1 417910 Inf
