GC Protein human_name arabidopsis_name organism
GCA_020572995.1 KAH4967032.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020573915.1 KAH5152388.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020573315.1 KAH5039655.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020580655.1 KAH6416827.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020570965.1 KAH4524418.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020568055.1 KAH3958476.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020570635.1 KAH4484844.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020568325.1 KAH4035815.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020580425.1 KAH6359748.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020575285.1 KAH5603157.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020575975.1 KAH5740230.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020573495.1 KAH5073235.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020570355.1 KAH4390228.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020580145.1 KAH6292983.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020575105.1 KAH5523254.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020574615.1 KAH5432574.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020568775.1 KAH4122131.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020575995.1 KAH5750612.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020580775.1 KAH6466120.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020568045.1 KAH3940885.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020580485.1 KAH6371513.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020574385.1 KAH5368819.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020575955.1 KAH5707785.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020573625.1 KAH5106972.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020581155.1 KAH6485972.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020568705.1 KAH4105876.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020572985.1 KAH4936800.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_020572675.1 KAH4930367.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parastagonospora nodorum"
GCA_000166155.1 EQL33061.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Blastomyces dermatitidis ATCC 26199"
GCA_000166155.1 EQL36748.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Blastomyces dermatitidis ATCC 26199"
GCA_001858085.1 DAA75062.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichophyton benhamiae CBS 112371"
GCA_001858085.1 DAA77676.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichophyton benhamiae CBS 112371"
GCA_000723665.1 CDH49315.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lichtheimia corymbifera JMRC:FSU:9682"
GCA_000723665.1 CDH59555.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Lichtheimia corymbifera JMRC:FSU:9682"
GCA_000474925.1 ERT02672.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sporothrix schenckii ATCC 58251"
GCA_000474925.1 ERS98949.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Sporothrix schenckii ATCC 58251"
GCA_000836335.1 KIR45249.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cryptococcus gattii CA1280"
GCA_000836335.1 KIR47809.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cryptococcus gattii CA1280"
GCA_000968475.1 KKA02274.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hanseniaspora uvarum DSM 2768"
GCA_001078035.1 KMV66418.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Encephalitozoon cuniculi EcunIII-L"
GCA_000218725.1 EGN91554.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Serpula lacrymans var. lacrymans S7.3"
GCA_000218725.1 EGN96509.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Serpula lacrymans var. lacrymans S7.3"
GCA_000365525.1 ETO62647.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1976"
GCA_000365525.1 ETO74466.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1976"
GCA_000365525.1 ETO74467.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1976"
GCA_000365545.1 ETP03723.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica CJ01A1"
GCA_000365545.1 ETP15645.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica CJ01A1"
GCA_000365505.1 ETI33853.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1569"
GCA_000365505.1 ETI45805.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1569"
GCA_000365505.1 ETI45806.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P1569"
GCA_000367145.1 ETP31900.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P10297"
GCA_000367145.1 ETP43692.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P10297"
GCA_000367145.1 ETP43693.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora parasitica P10297"
GCA_000418435.1 EPQ65522.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Blumeria graminis f. sp. tritici 96224"
GCA_942653925.1 CAH4033909.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pieris brassicae"
GCA_020744135.1 KAH6966602.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium venenatum"
GCA_000767015.2 KAH9516390.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dermatophagoides farinae"
GCA_005966545.1 TMW55858.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pythium oligandrum"
GCA_005966545.1 TMW62583.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pythium oligandrum"
GCA_003013795.1 PSK56907.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Elsinoe australis"
GCA_003013795.1 PSK60115.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Elsinoe australis"
GCA_022830095.1 KAI1998688.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_019425555.1 KAG8354901.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium venenatum"
GCA_022829885.1 KAI1939963.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832175.1 KAI2448386.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832175.1 KAI2451786.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829975.1 KAI1957371.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831985.1 KAI2395196.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831985.1 KAI2400212.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_023343765.1 KAI3422069.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Globodera pallida"
GCA_023343765.1 KAI3422070.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Globodera pallida"
GCA_022832115.1 KAI2424342.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832115.1 KAI2429790.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_030270365.1 GME41366.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neofusicoccum parvum"
GCA_030270365.1 GME61198.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Neofusicoccum parvum"
GCA_030270365.1 GME61201.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Neofusicoccum parvum"
GCA_022695755.1 KAI1442872.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Annulohypoxylon stygium"
GCA_022832085.1 KAI2438286.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832085.1 KAI2442146.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_010094095.1 KAF1919286.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ampelomyces quisqualis"
GCA_010094095.1 KAF1912532.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ampelomyces quisqualis"
GCA_022830745.1 KAI2135426.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830745.1 KAI2148542.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_030270345.1 GME28976.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neofusicoccum parvum"
GCA_030270345.1 GME40318.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Neofusicoccum parvum"
GCA_022830335.1 KAI2013631.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830335.1 KAI2010759.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830865.1 KAI2181339.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830845.1 KAI2150693.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_020617735.1 KAH6600263.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617735.1 KAH6585833.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_009193485.1 KAE8162694.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aspergillus tamarii"
GCA_022830995.1 KAI2200615.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830995.1 KAI2204128.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829825.1 KAI1917457.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829825.1 KAI1917217.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830065.1 KAI1981598.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831835.1 KAI2348066.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831835.1 KAI2355201.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829915.1 KAI1947654.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829915.1 KAI1950146.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831055.1 KAI2214357.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831055.1 KAI2211629.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831565.1 KAI2299881.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_011947485.2 KAH0427602.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum camelliae"
GCA_011947485.2 KAH0436988.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum camelliae"
GCA_022830305.1 KAI2033085.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830305.1 KAI2018448.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831235.1 KAI2228646.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830725.1 KAI2123931.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831265.1 KAI2242366.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829765.1 KAI1931418.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831025.1 KAI2204757.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832015.1 KAI2423052.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832015.1 KAI2422306.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830815.1 KAI2133702.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830815.1 KAI2144834.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831955.1 KAI2383646.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831955.1 KAI2385630.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830905.1 KAI2168284.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829995.1 KAI1920575.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829995.1 KAI1929662.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831895.1 KAI2390655.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831895.1 KAI2397279.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_005382405.1 TKX27023.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Elsinoe australis"
GCA_005382405.1 TKX23599.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Elsinoe australis"
GCA_022831615.1 KAI2356930.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831085.1 KAI2190100.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831925.1 KAI2404428.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831925.1 KAI2422469.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830775.1 KAI2135667.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830775.1 KAI2133270.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_021223895.1 KAH8393551.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Drosophila serrata"
GCA_005406105.1 GCE97253.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Zygosaccharomyces mellis"
GCA_005406105.1 GCF00322.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Zygosaccharomyces mellis"
GCA_030674495.1 KAK1207505.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pygoscelis papua"
GCA_022830605.1 KAI2112470.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829835.1 KAI1909695.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830915.1 KAI2160878.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_013398555.1 NWZ55641.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Haliaeetus albicilla"
GCA_022830485.1 KAI2056536.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_003614695.1 RKP32412.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Metschnikowia bicuspidata"
GCA_022831175.1 KAI2235596.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829795.1 KAI1951616.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831865.1 KAI2365224.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831865.1 KAI2374944.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830395.1 KAI2070426.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831685.1 KAI2337119.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831535.1 KAI2314039.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831745.1 KAI2375708.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_021556665.1 KAH9253073.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_021556665.1 KAH9260769.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_022831705.1 KAI2361451.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830155.1 KAI1999851.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830155.1 KAI2010371.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831325.1 KAI2262944.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830965.1 KAI2186213.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831145.1 KAI2211537.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831145.1 KAI2213854.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831505.1 KAI2276354.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830425.1 KAI2065682.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830425.1 KAI2066592.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832055.1 KAI2431571.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832055.1 KAI2433085.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831415.1 KAI2260709.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831415.1 KAI2276097.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831205.1 KAI2237974.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831205.1 KAI2245251.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830575.1 KAI2125908.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831105.1 KAI2209854.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830365.1 KAI2060496.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830365.1 KAI2052897.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831595.1 KAI2324647.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830625.1 KAI2107698.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831445.1 KAI2268460.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_001630375.1 KZM26098.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ascochyta rabiei"
