a,c,d,e,f,g,k,l,m,n,q,r,s,t,v,w,y,h,i,p,GC,u,x,j,z,b
755051,97803,490748,513030,308458,549088,425666,728472,187547,328288,357020,471081,704685,520296,509248,119109,236853,198748,410237,492671,GCA_019924435.1,,,,,
756255,98136,492086,514195,309509,550594,426284,730016,187906,328686,357856,473002,706504,522061,510431,119162,237436,199101,411218,493630,GCA_019924275.1,,,,,
770414,99833,500539,523329,315018,560442,434322,743671,191352,334696,364349,481110,718889,531210,519595,121398,241735,202795,418166,502450,GCA_019924735.1,,,,,
756059,97863,492189,514536,309741,550767,427089,730323,188317,328709,357577,472561,704528,520923,510963,119491,237895,198917,411421,492516,GCA_019924755.1,,,,,
760572,98661,495152,517670,311401,553891,429876,734577,189272,330856,359839,475476,709913,524322,513361,120106,239359,200260,413759,496321,GCA_019924575.1,,,,,
764820,99070,497227,519999,313130,556833,431604,737957,190024,332138,361501,477603,714144,527300,516153,120604,239899,201234,415107,498729,GCA_019924905.1,,,,,
910547,107004,572465,577539,352527,661993,461825,856285,215003,361648,399152,567149,771601,590083,607914,138095,269319,230108,465455,559035,GCA_019924135.1,,,,,
758902,98385,492754,515562,310596,552251,428386,732448,188629,329617,357953,473703,707444,523515,512080,119840,238282,199796,412729,493815,GCA_019924395.1,,,,,
765724,99171,497982,520634,313518,557162,431992,739678,190441,332742,362016,478538,714369,528123,516730,121111,240932,201592,416241,499257,GCA_019924655.1,,,,,
757639,97734,491864,514682,309814,551381,427561,729773,188253,329174,358232,472967,706817,522160,510701,119471,237760,199277,411200,494612,GCA_019924155.1,,,,,
748947,97245,486883,508574,306526,544972,421733,722329,186013,325535,353569,467019,697476,515972,505152,118477,235341,196729,407132,487789,GCA_019924215.1,,,,,
753354,97689,489856,512092,308051,548651,425261,727063,187260,327433,356158,470740,703779,519909,508706,118918,236516,198286,409778,491179,GCA_019924675.1,,,,,
745366,96659,484847,506786,304720,542329,420590,718443,185283,323983,352147,465783,695940,514402,502980,117649,234165,195997,405018,486953,GCA_019924695.1,,,,,
737407,96031,479879,501515,302579,537036,416689,712407,183447,320506,348104,460305,688175,509240,497816,116522,231917,193690,401670,479690,GCA_019924375.1,,,,,
727272,94474,472673,494559,297654,529716,410796,701449,180580,316462,343583,454550,678947,501635,490747,115065,228738,191316,395334,474266,GCA_019924315.1,,,,,
734606,95456,477617,499782,301112,535343,413922,708969,182831,319805,347071,458200,684787,506557,495800,116066,230982,193274,399529,478468,GCA_019924115.1,,,,,
540371,72955,357008,368233,221978,393270,302280,526126,134724,235974,255785,339373,505416,376563,366984,85998,170327,145365,295802,351245,GCA_019924295.1,,,,,
528163,70264,348018,358646,216409,383633,296533,512674,131687,230442,250021,331235,494313,366164,357512,83705,166352,141263,287956,343322,GCA_019924775.1,,,,,
550544,74120,363898,374767,226313,401341,308143,534318,137204,240735,260449,345254,515558,383873,373161,87665,173919,147820,301446,358474,GCA_019925215.1,,,,,
595920,76708,368586,378248,236277,463049,290466,551069,137408,221381,241820,388437,488543,375381,412298,96778,169472,145741,284135,383424,GCA_004920355.1,,,,,
577292,72790,358859,367708,225397,455358,275242,540071,132109,208725,224781,375384,459228,354756,409415,92962,159762,139621,271259,356343,GCA_023705605.1,,,,,
170802,34352,135222,161901,94592,142182,149544,226414,53280,119205,102881,145268,230618,147751,135553,30476,70809,58884,153291,132655,GCA_900237765.1,,,,,
497557,72943,318033,346311,208724,379454,288024,491113,126920,214589,237271,338027,459965,343547,341475,83056,160422,140447,277225,347373,GCA_028858655.1,,,,,
496335,71677,319838,347196,210172,379917,289501,492767,127373,215963,236541,335882,456594,342043,342600,83291,161420,139373,279384,343201,GCA_028856445.1,,,,,
530057,77691,339507,367587,224671,407744,307126,524626,136142,229692,252269,360072,488138,366159,366116,89549,172275,149596,297366,368593,GCA_028751825.1,,,,,
486537,71451,310757,337706,204818,372349,282333,482006,124579,209777,231097,330206,446720,335224,335051,81854,157568,137114,272110,336753,GCA_028891585.1,,,,,
500495,74483,320455,348750,210567,381592,290419,496599,127945,216542,239330,341255,464323,346419,344518,83831,161805,142088,280263,349313,GCA_028858645.1,,,,,
528664,75205,338210,375266,217810,395180,318667,524586,130361,231884,263401,364422,483389,370969,356230,88729,171127,149948,298141,370318,GCA_019454015.1,,,,,
522762,76720,333611,362710,219101,399532,302327,515286,133501,225336,249265,355970,482858,361160,358582,87593,168868,147577,290884,365940,GCA_028564845.1,,,,,
539458,73960,338828,350981,221334,424244,275100,515823,131657,207173,227754,366007,463974,347307,380497,89526,157175,138293,268951,357122,GCA_000313795.2,,3548,26,29,19
356180,80117,317567,384148,226985,274608,382788,526514,135793,280876,260332,283494,459591,337055,330302,67029,193565,144400,354498,266321,GCA_011763755.1,,27,,,
356440,80134,317599,384027,227059,274646,382873,527177,135917,280594,260335,283743,459874,337160,330452,67173,193579,144368,354561,266844,GCA_011763795.1,,,,,
357712,80629,318890,385341,227879,275991,384414,529120,136478,282052,261256,285020,461638,338638,331862,67575,194350,145053,355970,267760,GCA_011763835.1,,28,,,
356747,80239,317953,384353,227323,274986,383115,527684,136047,281180,260614,283942,460492,337557,330825,67384,193667,144582,354826,266823,GCA_011763855.1,,32,,,
365196,82464,324988,391990,232230,281780,390866,539669,138941,287662,266591,292243,471664,345974,339150,69002,197904,147824,361471,274313,GCA_011763915.1,,112,,,
359379,80090,317898,384282,226544,276496,381646,526869,136556,280340,260737,285257,459465,337203,331160,66923,193050,144380,353980,267498,GCA_011763715.1,,50,,,
364083,80720,318737,384593,226819,279329,381570,528862,137005,280496,261884,287875,461479,338796,332554,67437,193143,145202,354459,269433,GCA_011763695.1,,23,,,
385415,82932,326755,392031,231298,294265,386172,543345,141310,284325,269932,303531,470136,346130,344199,69741,196133,150229,360872,279230,GCA_011763895.1,,35,,,
364398,80459,318817,384438,226587,279507,380742,528078,136979,279808,261907,288461,460177,338170,332664,67416,192964,145270,353986,269172,GCA_011763585.1,,22,,,
451948,89114,351093,411530,242958,338836,396088,586839,151853,293734,293348,347330,494119,367687,377706,76351,203988,164467,377095,307485,GCA_011763815.1,,95,,,
357527,77694,309084,372770,219598,274174,366440,513453,132538,270855,255441,280957,446724,329576,324485,65062,187021,141415,343941,261541,GCA_011764145.1,,,,,
352519,78614,312000,377213,221975,271216,374004,517009,134198,274159,255740,278922,450965,331247,324855,65708,189473,141638,347107,262216,GCA_011763735.1,,19,,,
313211,70286,279480,343411,202343,248477,331836,465524,124054,241766,227942,253061,404644,298578,298219,59344,167259,123265,299842,237997,GCA_011763605.1,,17,,,
941010,181091,721170,783855,492944,764319,734959,1269562,262677,609878,646740,767390,1350985,811125,680794,160229,319940,397860,702709,933509,GCA_008522505.1,,,,,
920745,175408,696895,755289,475823,747677,707257,1229777,254402,587010,623848,749025,1310343,788484,663237,154488,308451,385262,678811,910255,GCA_008520325.1,,,,,
312432,46270,217652,246581,142622,255219,196463,343896,80883,144997,154468,248450,330404,218696,227033,51077,103561,92683,195241,241962,GCA_004115165.2,,,,,
498396,74787,317230,345246,209980,381435,289686,494826,128184,214865,236070,339266,457415,343185,343634,84578,162238,141109,279447,344725,GCA_000338975.1,,,,,
422583,45635,240855,262924,132226,304862,191256,360930,85674,130408,161261,276865,345198,241980,262667,59216,99441,98880,164712,305783,GCA_000299215.2,,,,,
455098,61290,305227,332536,205180,373778,253643,516861,107039,205962,221788,339791,498398,345845,345707,81582,154183,144853,286162,385135,GCA_001691835.3,,2703,27,20,101
221489,43014,168070,202044,118144,180368,187148,285653,65891,148139,128398,182548,287552,186076,171848,38141,87576,73340,192814,169524,GCA_000151065.3,,5,,,
302784,50582,206901,235440,139607,250860,190716,338376,81657,140812,150355,251783,325888,213677,220146,51866,99269,92873,190907,236147,GCA_000149815.1,,,,,
295169,49517,201678,229518,136220,244649,186093,329868,79592,136607,146777,245465,317424,208426,214724,50589,97116,90812,185332,230769,GCA_000150085.1,,,,,
791283,242602,515757,757476,384148,737817,593229,1086935,234909,368941,512035,637885,896904,566861,658842,136820,275312,278768,452538,699667,GCA_024244205.1,,,,,
742517,221298,450130,677457,334369,695540,515839,957657,198451,313227,453905,608092,804268,502342,588856,122680,235401,252201,377816,670143,GCA_029890035.1,,,,,
300651,126697,408911,415177,333388,292081,473390,628747,150648,497892,315711,351474,684627,345365,305004,64065,216067,185384,527286,278999,GCA_014595675.1,,,,,
510990,76904,363451,388312,229918,415251,314815,528498,138211,235223,245912,353799,493339,373387,373823,92970,172317,142985,309066,365917,GCA_910393935.1,,34,,,
484049,70218,344648,370547,215521,393929,300579,495966,131124,222680,232443,334434,465270,350875,353342,86795,161605,134549,289861,345639,GCA_027945365.1,,,,,
25879,14875,40444,58632,45493,27208,85187,70153,17821,75304,20554,22242,49570,41346,40492,3803,36413,13565,72160,15543,GCA_002081675.1,,,,,
808746,253456,551038,803891,417312,762378,644989,1151402,241672,401694,541274,663123,952494,606916,704611,144545,296864,290001,484395,727038,GCA_007646595.3,,627,,,
204225,21215,141414,160893,95702,145286,145868,216605,44193,113247,101333,118425,208158,150301,156043,25213,73990,51896,133433,128518,GCA_013305595.1,,3,,,
201466,21085,139907,158879,94847,143979,145016,213762,43724,112452,99795,117254,205599,148231,154489,24995,73591,51302,132272,126150,GCA_013365125.1,,78,,,
185523,18693,129584,147294,86536,131182,134985,198124,39943,104338,92608,107823,186773,135382,142675,22472,66676,46468,122185,113460,GCA_013305805.1,,210,,,
203489,21255,140954,160039,95214,144706,145444,215583,43987,112949,100947,118002,207980,149673,155420,25074,73612,51869,132893,127951,GCA_013365065.1,,11,,,
205325,21387,142520,161535,96015,146143,146847,217737,44864,114437,102232,119519,210541,151365,156690,25573,74342,52488,133990,129788,GCA_025234805.1,,108,,,
203033,21170,140970,160123,95222,144673,145627,215813,44127,113476,101178,118320,207293,149294,155226,25119,73598,51828,132994,127801,GCA_014596635.1,,26,,,
201679,20935,139536,158462,94164,143094,144088,213564,43510,111947,99936,116920,205849,147992,153690,24852,72906,51112,131551,126114,GCA_013365075.1,,11,,,
428583,38876,234780,226555,131547,278013,184038,357348,75942,133489,177477,255772,403138,241694,237223,47890,90907,99825,161291,248597,GCA_900002365.1,,6,,,
482345,65771,320175,363311,209470,387754,306276,486829,126767,215657,227886,332213,463391,347249,335325,80511,151531,132948,282641,347394,GCA_009769425.1,,,,,
476598,64301,316294,358485,206705,383574,302366,480098,125194,212765,224626,326719,456856,342871,331265,79309,149896,130807,278707,343302,GCA_009769405.1,,,,,
558532,50371,297251,306037,168077,407534,218557,457788,101576,165706,220727,351214,518718,322295,305704,62238,109600,130643,209201,348193,GCA_009428345.1,,27,,,
442815,56496,295099,334347,191127,353494,283418,444161,115745,196443,207400,300074,417212,314395,306721,72292,138017,119557,257809,313771,GCA_009769445.1,,,,,
562703,51052,299250,308870,168966,410256,219291,462411,102100,166186,223464,354346,520631,323895,309074,62815,110275,131119,210820,350710,GCA_001645015.2,,375,,,
383760,192290,571988,692407,525543,377337,891997,991718,189690,843588,418008,388397,867867,529879,475428,87372,382217,181443,787365,349658,GCA_905250105.1,,2293,,,
471614,225165,552502,671615,640335,421318,961197,1110028,238186,788334,445610,473807,950542,536543,552884,103398,389857,229426,836272,370341,GCA_003710015.1,,7719,,,
540889,48722,287721,295123,162354,393912,209835,443409,97975,159752,212674,338841,500979,311117,296063,60358,105526,126077,202951,337609,GCA_009428365.1,,,,,
184017,73207,236770,248395,190602,175561,271002,368291,88581,277166,180980,199803,371405,199861,186469,37992,128004,99386,305352,164864,GCA_000828355.1,,189,,,
259031,78678,163507,242223,126536,237209,181946,360420,72938,112178,163997,205514,286611,178780,217342,43575,90121,91473,136590,227798,GCA_002738545.1,,28,,,
396084,57149,269557,291548,179887,317629,220794,424356,105998,177400,190628,284470,399158,282692,289187,68403,131971,114564,243433,288180,GCA_023138355.1,,,,,
397913,57815,271669,293314,180988,319155,222318,426531,106521,178837,191624,286597,402010,284417,290421,69001,132928,115150,244769,290423,GCA_023065495.1,,,,,
398147,57848,271718,293417,181044,319464,222331,426613,106609,178912,191700,286575,402254,284874,290639,69039,133095,115231,244834,290562,GCA_023141145.1,,3,,,
399533,58079,272731,294318,181784,320442,223077,428159,106934,179494,192584,287583,403570,285692,291527,69322,133488,115732,245852,291442,GCA_023065415.1,,98,,,
397032,57736,271318,292823,180713,318714,221946,425567,106437,178457,191282,286006,401384,284117,289988,68924,132759,114863,244520,289735,GCA_023141275.1,,,,,
395905,57110,269383,291408,179751,317461,220702,424041,105925,177249,190456,284246,398777,282523,289015,68327,131892,114446,243306,288019,GCA_023065595.1,,4,,,
402621,58771,275291,296923,183166,322776,225127,431928,107670,181113,194098,290438,406733,288122,293737,69980,134620,116788,247870,293413,GCA_023138445.1,,162,,,
396784,57617,270947,292506,180397,318328,221524,425461,106313,178251,191022,285770,401033,283788,289828,68771,132529,114781,244153,289585,GCA_023138675.1,,,,,
400620,58377,273966,295723,182382,321502,223996,429798,107278,180047,193462,288883,404665,286782,292748,69653,134164,116205,246841,292458,GCA_023141305.1,,,,,
403987,58970,275866,297740,183773,323920,225608,433287,108189,181518,195054,291519,408145,289200,295041,70169,134895,117139,248719,294711,GCA_023065375.1,,33,,,
403753,59140,276374,298010,183753,323900,225398,433571,108118,181525,195080,291910,408365,289305,295114,70405,135110,117351,248680,294970,GCA_023138615.1,,,,,
405910,59382,277940,299806,184602,325324,226813,435702,108431,182912,196628,293228,409899,290758,296288,70871,135772,118041,250133,296164,GCA_023137995.1,,,,,
414392,61536,283335,305843,188441,331515,231334,445842,110910,186576,201026,300461,418983,296975,302369,72583,138505,121222,255325,302110,GCA_023141165.1,,4,,,
398702,58004,272193,293781,181411,320096,222662,427197,106731,179195,192108,287109,403149,285346,291033,69314,133296,115397,245404,291021,GCA_023141315.1,,3,,,
405021,59300,276906,298885,184185,324886,226217,434620,108347,182180,195560,292462,408576,290141,295718,70552,135324,117662,249355,295471,GCA_023141355.1,,,,,
397492,57729,271499,292987,180724,319034,221929,426145,106550,178603,191420,286160,401736,284254,290261,68888,132792,115008,244671,290027,GCA_023091085.1,,33,,,
406063,59500,278052,299960,184689,325430,226927,435818,108478,182979,196667,293240,409958,290888,296350,70927,135860,118031,250187,296147,GCA_023141115.1,,7,,,
404912,59216,276821,298748,184177,324749,226173,434450,108312,182111,195539,292315,408656,290021,295648,70553,135262,117582,249309,295422,GCA_023065655.1,,33,,,
419781,62590,286808,309646,190847,335663,233857,451850,112218,188701,203883,304917,423583,300809,306364,73715,140244,123003,258630,305804,GCA_022829115.1,,69,,,
408064,60131,279971,301694,185677,327527,228317,438756,109174,184037,197885,295011,412433,292326,298133,71269,136639,118814,251577,297575,GCA_023138645.1,,3,,,
407684,60061,279564,301361,185504,327098,228150,438133,109020,183760,197557,294581,411753,291815,297741,71161,136484,118600,251226,297247,GCA_023141155.1,,,,,
413888,61176,283696,306075,188184,331302,231749,445100,110499,186859,201272,299838,417996,296601,301993,72498,138354,120870,255128,301625,GCA_023065685.1,,7,,,
408518,60185,279854,301252,186022,327896,228292,438583,109513,183922,197432,294730,412792,292744,298413,71364,136987,118749,251982,297931,GCA_023141515.1,,,,,
415113,61481,284190,306259,189040,332465,231789,447124,111079,187024,201268,300730,419437,297889,303228,72663,138894,121130,256182,302706,GCA_023141205.1,,129,,,
416192,61712,285038,307392,189533,333013,232430,448572,111397,187759,202277,301977,420323,298528,304035,72871,139355,121559,257038,303478,GCA_023138015.1,,141,,,
403482,59074,276189,297780,183623,323926,225347,432741,108064,181566,195001,290969,408017,289267,294858,70264,135006,117011,248876,294734,GCA_023065465.1,,36,,,
416212,61679,285158,307517,189535,333114,232532,448652,111425,187736,202285,302137,420312,298669,304074,72898,139378,121554,257018,303546,GCA_023141395.1,,165,,,
412917,60974,282994,305412,187755,330614,231249,444084,110220,186384,200633,299023,417004,295706,301245,72304,138002,120567,254448,300969,GCA_023141195.1,,6,,,
415905,61633,284907,307330,189489,332891,232382,448375,111415,187590,202121,301835,420007,298408,303855,72866,139310,121494,256893,303382,GCA_023141385.1,,167,,,
414369,61198,284238,306293,188849,332285,231933,445520,110877,186947,201063,299662,418741,297299,302628,72611,139010,120735,255818,302352,GCA_023141235.1,,106,,,
423097,63110,290396,313565,192692,338602,237360,456006,113123,191401,206232,307159,427764,303412,308785,74304,141790,124055,261371,308567,GCA_023065525.1,,60,,,
404201,59243,276743,298311,183880,323867,225855,434086,108037,182090,195682,291968,408108,289382,295069,70630,135289,117513,249119,294490,GCA_023138005.1,,3,,,
22109,14902,43250,51207,43935,26188,77828,73136,14486,57917,19409,24366,51264,35527,37973,4104,35986,11814,71819,17765,GCA_004919615.1,,,,,
445109,144399,311900,450818,243174,397950,381935,623267,137459,243496,294884,350103,517903,328651,394404,76257,183462,160045,294675,359510,GCA_013399815.1,,81,,,
65610,21870,76907,96411,67622,62956,114853,138633,30467,85763,53433,63539,123611,73918,72034,15715,52500,32738,118227,53810,GCA_000333975.2,,,,,
402593,59312,276199,297604,182836,322272,225346,432629,107583,181671,195814,291525,406467,288495,293360,70415,134695,117449,247814,293480,GCA_023065625.1,,14306,,,
1002543,321373,850051,1068952,725296,984248,1123498,1658544,440258,784260,651245,886369,1406311,855961,1074976,217922,494813,452745,963128,802667,GCA_003370565.1,,111,,,
341853,103508,186555,258399,145076,252478,175182,386627,94804,137570,153425,299350,334321,223521,299997,46515,91470,111988,152162,195149,GCA_019425475.1,,,,,
929996,150353,535732,599607,308422,639760,420299,847407,201401,309400,403033,683698,748412,545010,682519,114267,219344,252763,355988,480785,GCA_029747605.1,,27611,9,17,51
525371,72644,338914,376460,212205,386319,308324,509900,133930,226297,248735,360821,459508,365883,354791,89611,173011,145101,288590,356883,GCA_008692205.1,,,,,
78065,39365,120007,164098,112861,107936,180185,222077,44449,188841,83883,92234,229910,108989,106523,20399,84691,42265,206338,79226,GCA_001483515.1,,279,,,
78146,39281,120004,164181,111804,108448,179542,220586,44010,187400,83506,92108,229371,109016,106578,20291,83933,42033,204352,79123,GCA_001593465.1,,,,,
156599,33860,141632,169812,107834,140363,165960,244114,53948,124026,108813,124330,214526,134887,153773,27922,82837,57564,139866,114244,GCA_900162805.1,,4,,,
77680,39089,119372,163163,111204,107745,178374,219351,43776,186381,83234,91495,228238,108298,105909,20189,83427,41840,203143,78508,GCA_001593475.1,,,,,
432020,55103,282644,323563,171162,362472,257248,417338,107845,188976,211287,302834,412958,309749,299095,68573,130150,121940,223339,325254,GCA_008692325.1,,8,,,
475517,65441,309389,340092,197344,361309,283924,466446,125216,207396,225267,322519,430831,336477,328556,78057,155200,131807,265095,331604,GCA_022544805.1,,,,,
449172,60508,293989,321992,188100,343488,269099,442499,119810,196544,212056,304697,406972,317829,311684,74269,147403,124463,252102,312721,GCA_003171545.1,,,,,
469487,64523,305825,335872,195202,356992,280561,460122,123964,204773,222502,318174,425873,332297,324297,76862,153135,129852,261649,327984,GCA_022578395.1,,,,,
467854,64163,304879,334588,194584,356209,279589,458580,123574,204121,221757,317227,424474,331091,323153,76727,152659,129372,260629,326839,GCA_022578365.1,,,,,
472753,64983,307655,337699,196325,359204,282239,463503,124420,206032,223553,320144,428410,334103,326235,77530,154043,130661,263371,329323,GCA_022544795.1,,,,,
453884,60947,296196,326194,189278,345544,271577,446218,120480,197691,214832,308620,411056,320600,314096,75212,148672,125312,254131,316626,GCA_022788415.1,,,,,
454310,61246,297392,326979,190303,346187,272188,448099,120991,198460,215364,309609,411476,321243,314792,75557,149167,126170,255486,315946,GCA_022788435.1,,,,,
457765,61740,298959,328877,191120,347915,273965,451086,121550,199583,216779,311656,414316,323052,316736,75900,150049,126928,256361,318191,GCA_022788425.1,,,,,
456079,61724,297991,327287,190927,347684,272914,449689,121216,199274,215910,310493,412892,322469,316150,75735,149727,126567,256177,317291,GCA_022788405.1,,,,,
458324,61923,299942,329694,191065,348590,274330,451443,121474,199695,217213,312488,415634,323723,317169,75980,150159,126801,257259,319720,GCA_022788505.1,,,,,
456238,61503,298502,328193,190794,347325,273362,449811,121079,198885,216242,310807,413569,322636,316304,75626,149302,126547,256042,317724,GCA_022788515.1,,,,,
455344,61512,298351,327426,190693,347264,272856,449148,121044,198692,215754,310293,412642,321995,315568,75457,149075,126332,255877,316592,GCA_022788445.1,,,,,
457947,60785,299619,328742,190886,347149,274270,449733,120601,200394,216796,309887,416313,324594,315817,74752,149292,126969,256080,320837,GCA_003231345.1,,15,,,
459337,61128,300680,329915,191428,348381,274886,451352,120994,201022,218051,310890,417671,325714,316882,75170,149883,127416,256577,321206,GCA_003231365.1,,,,,
455901,60526,298551,327404,190461,346391,272961,448323,120256,199415,215947,308767,415258,323330,315099,74483,148717,126365,255204,319688,GCA_003231355.1,,,,,
529476,70793,316249,339334,197897,433198,245012,494735,117764,188848,219175,366495,427848,341961,354056,84507,142298,137146,236457,376862,GCA_020726465.1,,,,,
472307,63212,307494,338110,192527,362325,278814,455825,123285,201758,224325,318032,426217,331086,324931,76351,150142,130411,258311,329649,GCA_009728675.1,,,,,
462184,61368,301788,330739,190098,355186,274449,446041,120737,200238,219343,311235,419338,325621,317072,74143,148098,128176,253625,325394,GCA_009728665.1,,,,,
469243,62626,305552,335033,191351,359118,276456,452832,122302,201053,222518,315108,423410,329167,322670,75346,148904,129590,256875,326985,GCA_009728645.1,,,,,
462060,61297,301601,331293,189991,354429,274971,446651,120930,200314,219372,311721,418864,325498,316696,74304,148030,128433,253699,324522,GCA_009728635.1,,,,,
469851,62452,305317,336640,191355,358012,276964,452389,122692,200475,223594,316378,421891,328258,321646,75799,149174,129740,256584,326783,GCA_009728655.1,,,,,
477915,63478,313054,342914,196421,364671,284790,464955,124711,206516,227676,325490,434664,337112,329182,77357,153915,133115,264027,335269,GCA_000166005.1,,,,,
470850,61254,317395,335433,192238,388070,258522,462870,120862,194601,211654,320078,430745,322643,336047,78220,146566,124895,251884,326163,GCA_000813385.1,,,,,
189837,30528,168347,193190,124089,158966,190456,256654,55937,133841,111271,129194,257295,153905,176256,30455,90837,62696,151471,138854,GCA_012184645.1,,,,,
190289,30616,168660,193648,124471,159418,190799,257054,56120,134080,111383,129530,258160,154353,176740,30524,91006,62841,151824,139096,GCA_012184655.1,,,,,
1116510,324126,738231,1176473,521170,1057815,921813,1492747,330031,544468,772657,934704,1176550,826055,955748,265380,374795,411290,728848,940357,GCA_003692655.1,,48,,,
327497,64995,260198,265279,182486,233693,272457,408866,113035,206497,208023,215934,350535,269053,274978,52894,153027,118669,261421,210127,GCA_001638945.1,,,,,
470340,62652,306557,334991,192435,361456,277101,454657,122724,201910,223846,316008,424325,330908,324273,75723,150012,130063,257064,329374,GCA_900231935.2,,,,,
266764,32468,171128,213898,108530,227384,168576,286026,69556,109487,124135,191001,291336,185583,193579,43610,80486,74708,155171,211833,GCA_000875795.1,,,,,
264646,32111,169902,212353,107553,225513,167402,283655,68979,108468,123096,189487,288861,183962,192000,43198,79827,74011,153797,209937,GCA_000836375.1,,,,,
265795,32362,170511,213070,108088,226451,167860,285106,69331,108860,123683,190349,290275,184783,192887,43441,80190,74461,154592,210967,GCA_000835815.1,,,,,
264761,32173,169678,212269,107735,225507,167308,283774,69076,108435,123066,189402,289000,184096,192124,43247,79967,74144,154022,210098,GCA_000875855.1,,,,,
265511,32257,170312,212730,107982,226103,167891,284729,69261,108911,123652,189946,290033,184676,192529,43344,80028,74387,154526,210940,GCA_000835765.1,,,,,
265297,32213,170164,212583,107757,225944,167671,284498,69146,108733,124778,189799,289521,184489,192441,43259,79994,74194,154202,210349,GCA_000836455.1,,,,,
264950,32111,169907,212353,107652,225661,167519,284008,69105,108605,123240,189550,289445,184351,192179,43241,79826,74101,154137,210479,GCA_000836315.1,,,,,
419107,65708,288042,310935,193529,337958,236669,458127,114979,191171,205318,309824,429942,303499,308479,75054,143316,124655,263898,308033,GCA_000513255.1,,,,,
444835,154259,325896,488455,251169,393035,422461,648220,150931,261417,318712,348543,559571,346931,409190,80577,182023,168309,311119,356859,GCA_011057915.1,,55,,,
467657,103907,338166,351342,241386,381881,307975,593884,147028,237517,246993,337977,536392,373607,389011,101152,168551,192917,331817,378878,GCA_014904895.1,,37,,,
1395196,474669,1350482,1802992,1124786,1331757,2078529,2467294,651543,1466566,1270739,1333488,2317530,1555863,1239892,418679,812445,905728,1820203,1645693,GCA_000469055.2,,2109,,,
181981,37204,66813,94733,38339,102466,80682,123599,29359,53654,58780,116798,109815,101366,98183,18767,21797,40278,44955,59216,GCA_000227375.1,,,,,
568946,92772,403166,421562,264054,465850,344449,612824,154882,262002,277766,399333,562621,412933,422921,107646,193808,166336,355066,400387,GCA_020744115.1,,,,,
522393,69682,349764,349009,225695,395624,276184,553735,124514,213713,225905,367786,541264,374114,384054,83177,160829,153714,300756,413898,GCA_012979565.1,,,,,
470488,62847,312811,312845,203718,355141,247211,499621,111743,192366,202921,330408,485821,335826,344834,74918,144362,137872,270410,371411,GCA_012980525.1,,,,,
563611,85256,400473,418794,256710,459901,339038,594504,150567,256867,272505,386158,550008,411272,416834,103830,188466,160657,346422,396410,GCA_000769215.1,,42,,,
173768,26896,160113,174052,112162,144992,176889,244949,54134,120233,103522,117764,223037,165027,165011,28055,83576,57455,155653,122055,GCA_001983305.1,,,,,
517605,77581,363494,382295,235545,421264,312167,543633,138538,236065,248674,356199,504534,375900,381256,93666,172544,146568,317115,364558,GCA_018282135.1,,,,,
170031,31964,148439,173062,106424,137801,163874,251374,51328,113205,104974,132569,210049,135147,162084,26375,84936,56130,137310,118678,GCA_019207515.1,,4,,,
626753,101014,456899,472448,276736,540991,364913,707407,158793,288337,292175,434144,616142,454069,500288,108385,192890,184858,380619,417939,GCA_012959155.1,,163,,,
170194,32107,148638,173097,106702,137904,164149,252163,51433,113450,104972,132488,210604,135648,162508,26449,85257,56209,137620,118988,GCA_019207615.1,,3,,,
170310,32083,148529,172982,106734,138160,163986,251902,51379,113295,104971,132804,210526,135480,162556,26497,85129,56241,137426,118933,GCA_019207635.1,,8,,,
170703,32096,148632,173198,106693,138244,164116,252097,51484,113404,105188,132913,210758,135547,162647,26470,85186,56298,137644,119285,GCA_019207505.1,,4,,,
170401,32111,148570,173079,106845,138071,164092,252205,51466,113355,104991,132464,210727,135534,162714,26472,85255,56171,137692,118941,GCA_019207585.1,,34,,,
170410,32134,148753,173306,106973,138231,164376,252577,51503,113475,105085,132694,210647,135709,162950,26511,85348,56299,137816,119013,GCA_019207455.1,,,,,
170230,32076,148679,173098,106930,137997,164155,252333,51477,113512,104985,132446,210604,135659,162519,26498,85248,56171,137753,119047,GCA_019207525.1,,,,,
170460,32093,148751,173173,106964,138252,164185,252425,51480,113484,105019,132655,210978,135830,162548,26564,85397,56195,137869,119010,GCA_019207555.1,,,,,
170124,32049,148608,173073,106896,137973,164050,252132,51432,113445,104910,132379,210422,135562,162566,26478,85203,56173,137654,118955,GCA_019207605.1,,,,,
688008,87020,325322,329123,161385,412799,221230,468476,129156,169491,180123,373299,440007,312218,385679,65986,113790,132594,172306,308847,GCA_015473125.1,,,,,
537945,82354,345692,368994,227967,395681,278055,582236,123290,209754,234800,399980,548711,390977,407167,92419,172102,164709,298480,404565,GCA_022606095.1,,,,,
593030,165377,436009,514902,355315,479501,478592,736239,199872,408088,353264,481582,678815,463199,498761,94512,249126,206001,464403,424203,GCA_022814895.1,,,,,
153798,33159,204076,211808,140208,155319,245253,289350,54849,265940,127787,118761,324490,186373,158586,26043,108135,60132,234035,131992,GCA_002008025.1,,160,,,
154690,33058,203756,211165,139840,156098,244443,288229,54825,264809,128196,118797,323787,186789,158498,26045,107732,60194,233224,132037,GCA_002008015.1,,119,,,
145240,31431,193850,200227,133058,147318,231684,274100,52091,253607,121945,112375,309147,177431,149832,24703,102484,57214,221834,125739,GCA_002007985.1,,34,,,
