uniprot	embl	organism	tax_id	prot_len	gene	product	pwwp_start	pwwp_end	pwwp_len	has_genomic_exons	n_total_exons	n_exons_in_pwwp	break_from_pwwp_start
A0AAD1S7N1	CAH2293754.1	Pelobates cultripes	61616	553			5	92	88	True	16	3	19
A0AAD1SBA7	CAH2293751.1	Pelobates cultripes	61616	551			5	92	88	True	16	3	19
A0AAD1SJV0	CAH2302947.1	Pelobates cultripes	61616	1215			312	402	91	True	23	3	2
A0AAD1SQQ9	CAH2307888.1	Pelobates cultripes	61616	533			9	90	82	True	16	4	3
A0AAD1STD6	CAH2307887.1	Pelobates cultripes	61616	551			9	90	82	True	17	4	3
A0AAD1SW86	CAH2312825.1	Pelobates cultripes	61616	1251			1120	1239	120	True	14	3	19
A0AAD1TDZ6	CAH2322857.1	Pelobates cultripes	61616	583			468	583	116	True	2	2	67
A0AAD1THV1	CAH2326773.1	Pelobates cultripes	61616	455			190	280	91	True	26	9	27
A0AAD1VZI2	CAH2275181.1	Pelobates cultripes	61616	1457			259	1073	815	True	25	18	35
A0AAD1VZW7	CAH2278226.1	Pelobates cultripes	61616	1190			1059	1178	120	True	12	3	19
A0AAD1VZX5	CAH2282871.1	Pelobates cultripes	61616	455			128	212	85	True	11	3	2
A0AAD1W8S0	CAH2293749.1	Pelobates cultripes	61616	659			111	198	88	True	18	3	19
A0AAD1WEJ7	CAH2307889.1	Pelobates cultripes	61616	551			9	90	82	True	17	4	3
A0AAD1X0B0	CAH2330299.1	Pelobates cultripes	61616	113			10	96	87	True	5	4	2
A0AAD1XRG4	CAI2377610.1	Euplotes crassus	5936	254			8	94	87	True	7	3	21
A0AAD1ZDQ6	CAI9766116.1	Fraxinus pennsylvanica	56036	394			17	102	86	True	3	2	46
A0AAD1ZLQ3	CAI9769515.1	Fraxinus pennsylvanica	56036	1011			147	230	84	True	3	1	
A0AAD1ZN43	CAI9770886.1	Fraxinus pennsylvanica	56036	151			35	118	84	True	6	4	6
A0AAD1ZRP1	CAI9772065.1	Fraxinus pennsylvanica	56036	691			14	111	98	True	3	1	
A0AAD2A2U4	CAI9780440.1	Fraxinus pennsylvanica	56036	389			17	101	85	True	3	2	46
A0AAD2A514	CAI9778717.1	Fraxinus pennsylvanica	56036	238			144	236	93	True	2	1	
A0AAD2DJC0	CAI9753940.1	Fraxinus pennsylvanica	56036	1023			160	244	85	False	1	0	
A0AAD2DS47	CAI9762553.1	Fraxinus pennsylvanica	56036	739			13	89	77	True	3	1	
A0AAD2DU55	CAI9764773.1	Fraxinus pennsylvanica	56036	1003			137	220	84	True	3	1	
A0AAD2DZF2	CAI9769015.1	Fraxinus pennsylvanica	56036	894			46	126	81	True	3	1	
A0AAD2DZU6	CAI9773922.1	Fraxinus pennsylvanica	56036	1416			840	922	83	True	5	1	
A0AAD2E6E4	CAI9780447.1	Fraxinus pennsylvanica	56036	389			17	95	79	True	3	1	
A0AAD2FPS6	CAJ1948639.1	Cylindrotheca closterium	2856	244			68	145	78	True	4	2	32
A0AAD2FPV9	CAJ1948637.1	Cylindrotheca closterium	2856	290			114	191	78	True	3	1	
A0AAD2GDX6	CAJ1969174.1	Cylindrotheca closterium	2856	2005			289	371	83	True	2	1	
A0AAD2GYB9	CAK5266369.1	Mycena citricolor	2018698	422			30	124	95	True	2	2	48
A0AAD2H1E7	CAK5266330.1	Mycena citricolor	2018698	454			46	139	94	True	7	4	15
A0AAD2H2Y1	CAK5267199.1	Mycena citricolor	2018698	1116			988	1101	114	True	16	3	67
A0AAD2H5M8	CAK5269617.1	Mycena citricolor	2018698	365			24	114	91	False	1	0	
A0AAD2HEJ9	CAK5273365.1	Mycena citricolor	2018698	365			24	114	91	True	6	2	74
A0AAD2HGK7	CAK5273692.1	Mycena citricolor	2018698	1134			1006	1119	114	True	15	6	5
A0AAD2HVV5	CAK5282802.1	Mycena citricolor	2018698	454			46	139	94	True	7	1	
A0AAD2Q2R3	CAK5269618.1	Mycena citricolor	2018698	418			76	167	92	False	1	0	
A0AAD3D4H7	GFH57628.1	Chaetoceros tenuissimus	426638	1322			1208	1290	83	True	4	1	
A0AAD3HJ73	GFR43339.1	Astrephomene gubernaculifera	47775	1751			11	79	69	True	9	2	45
A0AAD3HNF5	GFR47167.1	Astrephomene gubernaculifera	47775	2524			29	115	87	True	11	1	
A0AAD3M1V9	GLD45729.1	Lates japonicus	270547	1255			1124	1241	118	True	12	3	19
A0AAD3M3J3	GLD46718.1	Lates japonicus	270547	1980			461	1421	961	True	30	18	36
A0AAD3M9N5	GLD50017.1	Lates japonicus	270547	2640			298	388	91	True	38	2	88
A0AAD3M9P9	GLD49736.1	Lates japonicus	270547	902			31	161	131	True	19	4	0
A0AAD3MA32	GLD49946.1	Lates japonicus	270547	1296			1165	1284	120	True	15	1	
A0AAD3MB23	GLD50602.1	Lates japonicus	270547	666			95	211	117	True	18	3	47
A0AAD3MDS1	GLD52315.1	Lates japonicus	270547	541			38	125	88	True	18	3	19
A0AAD3ML09	GLD56033.1	Lates japonicus	270547	654			536	654	119	True	3	1	
A0AAD3MSI4	GLD59186.1	Lates japonicus	270547	222			10	96	87	True	6	3	19
A0AAD3MWT6	GLD63147.1	Lates japonicus	270547	1181			1110	1181	72	True	14	2	19
A0AAD3MWV2	GLD61209.1	Lates japonicus	270547	507			6	90	85	True	16	4	6
A0AAD3MYV2	GLD62212.1	Lates japonicus	270547	1228			314	404	91	True	23	3	2
A0AAD3MZG7	GLD62300.1	Lates japonicus	270547	657			5	88	84	True	16	3	19
A0AAD3N1W3	GLD64211.1	Lates japonicus	270547	1213			1099	1203	105	True	13	4	19
A0AAD3N5G0	GLD66988.1	Lates japonicus	270547	207			4	96	93	True	6	3	24
A0AAD3QWQ3	GLD47627.1	Lates japonicus	270547	396			227	356	130	False	1	0	
A0AAD3QY30	GLD47820.1	Lates japonicus	270547	1002			376	509	134	True	22	5	19
A0AAD3R315	GLD54212.1	Lates japonicus	270547	1066			363	492	130	True	13	3	35
A0AAD3REJ8	GLD65566.1	Lates japonicus	270547	434			323	434	112	False	1	0	
A0AAD3RW59	GMG99731.1	Nepenthes gracilis	150966	1010			140	224	85	True	2	1	
A0AAD3SAT5	GMH07743.1	Nepenthes gracilis	150966	1382			493	576	84	False	1	0	
A0AAD3SD77	GMH08902.1	Nepenthes gracilis	150966	1145			269	371	103	True	24	3	52
A0AAD3SGE8	GMH10097.1	Nepenthes gracilis	150966	1282			406	490	85	False	1	0	
A0AAD3SIK4	GMH11918.1	Nepenthes gracilis	150966	1908			21	110	90	True	22	3	16
A0AAD3SPE6	GMH14237.1	Nepenthes gracilis	150966	720			19	110	92	True	3	2	46
A0AAD3T1R8	GMH20492.1	Nepenthes gracilis	150966	1349			25	114	90	True	11	2	41
A0AAD3T4V7	GMH22067.1	Nepenthes gracilis	150966	810			83	180	98	True	6	2	46
A0AAD3TBZ9	GMH26408.1	Nepenthes gracilis	150966	830			246	329	84	False	1	0	
A0AAD3TFF6	GMH28181.1	Nepenthes gracilis	150966	631			19	116	98	True	4	1	
A0AAD3TGE4	GMH29110.1	Nepenthes gracilis	150966	1097			330	425	96	True	26	4	10
A0AAD3XN56	GMH10441.1	Nepenthes gracilis	150966	1147			263	346	84	True	4	1	
A0AAD3XNN0	GMH10906.1	Nepenthes gracilis	150966	1529			21	110	90	True	16	3	16
A0AAD3Y2C5	GMH24466.1	Nepenthes gracilis	150966	335			253	325	73	True	2	1	
A0AAD4DMC6	KAG0281928.1	Linnemannia exigua	604196	442			9	96	88	True	7	1	
A0AAD4E6M4	KAG1900562.1	Suillus fuscotomentosus	1912939	366			18	108	91	True	7	3	16
A0AAD4EKS9	KAG1908019.1	Suillus fuscotomentosus	1912939	1183			1047	1139	93	False	1	0	
A0AAD4FDZ1	KAG9188260.1	Alternaria panax	48097	569			138	250	113	False	1	0	
A0AAD4GHQ9	KAF8444840.1	Boletus edulis BED1	1328754	384			18	108	91	True	6	3	16
A0AAD4I4J0	KAG7292218.1	Staphylotrichum longicolle	669026	617			165	272	108	False	1	0	
A0AAD4IM73	KAH6755105.1	Perilla frutescens var. hirtella	608512	1434			24	113	90	True	13	3	16
A0AAD4IRR6	KAH6820132.1	Perilla frutescens var. hirtella	608512	1043			155	238	84	True	2	1	
A0AAD4IVA6	KAH6822238.1	Perilla frutescens var. hirtella	608512	1020			256	359	104	True	21	3	53
A0AAD4J0T1	KAH6824670.1	Perilla frutescens var. hirtella	608512	1209			256	337	82	False	1	0	
A0AAD4J3L7	KAH6826565.1	Perilla frutescens var. hirtella	608512	946			150	233	84	True	4	1	
A0AAD4JDF3	KAH6831366.1	Perilla frutescens var. hirtella	608512	1387			21	109	89	True	11	3	0
A0AAD4JJC8	KAH6834847.1	Perilla frutescens var. hirtella	608512	1087			311	404	94	True	24	5	12
A0AAD4JRK0	KAH8355347.1	Drosophila rubida	30044	644			379	466	88	False	1	0	
A0AAD4JTE0	KAH8359297.1	Drosophila rubida	30044	1749			559	652	94	True	7	1	
A0AAD4JUV3	KAH8360078.1	Drosophila rubida	30044	153			14	90	77	False	1	0	
A0AAD4JXT5	KAH8369601.1	Drosophila rubida	30044	1439			1312	1423	112	False	1	0	
A0AAD4K8Y4	KAH8386583.1	Drosophila rubida	30044	1885			17	84	68	False	1	0	
A0AAD4KFH5	KAH8388530.1	Drosophila rubida	30044	1606			1390	1487	98	True	8	2	76
A0AAD4L048	KAH8701055.1	Talaromyces proteolyticus	1131652	561			123	230	108	False	1	0	
A0AAD4LIG5	KAH8993367.1	Lactarius akahatsu	416441	396			16	106	91	True	6	2	87
A0AAD4LXF1	KAI0294314.1	Multifurca ochricompacta	376703	1257			1065	1166	102	True	18	4	8
A0AAD4NX95	KAH6756582.1	Perilla frutescens var. hirtella	608512	1292			179	282	104	True	25	1	
A0AAD4NXB6	KAH6755879.1	Perilla frutescens var. hirtella	608512	867			277	359	83	False	1	0	
A0AAD4P4S9	KAH6826032.1	Perilla frutescens var. hirtella	608512	1613			25	114	90	True	18	3	16
A0AAD4P824	KAH6829227.1	Perilla frutescens var. hirtella	608512	861			115	193	79	False	1	0	
A0AAD4P9I0	KAH6830742.1	Perilla frutescens var. hirtella	608512	722			17	114	98	True	3	2	46
A0AAD4PR36	KAH8388385.1	Drosophila rubida	30044	484			10	85	76	True	2	1	
A0AAD4RZ03	KAI3845282.1	Papaver atlanticum	357466	998			180	263	84	False	1	0	
A0AAD4S1N9	KAI3849973.1	Papaver atlanticum	357466	1305			543	625	83	False	1	0	
A0AAD4S4T4	KAI3863742.1	Papaver atlanticum	357466	1158			29	118	90	True	8	3	16
A0AAD4SE92	KAI3900025.1	Papaver atlanticum	357466	803			19	119	101	True	3	2	46
A0AAD4SEW3	KAI3904395.1	Papaver atlanticum	357466	752			19	116	98	False	1	0	
A0AAD4SKD2	KAI3909629.1	Papaver atlanticum	357466	1290			21	108	88	True	13	3	17
A0AAD4SRD8	KAI3917520.1	Papaver atlanticum	357466	761			13	114	102	True	3	2	46
A0AAD4T9K4	KAI3944282.1	Papaver atlanticum	357466	886			262	348	87	False	1	0	
A0AAD4TPL5	KAI4530362.1	Ovis ammon polii	230172	560			445	560	116	False	1	0	
A0AAD4TRY1	KAI4531562.1	Ovis ammon polii	230172	553			6	90	85	False	1	0	
A0AAD4TT05	KAI4532087.1	Ovis ammon polii	230172	612			287	452	166	True	11	4	22
A0AAD4U0I4	KAI4535470.1	Ovis ammon polii	230172	203			4	96	93	True	6	3	24
A0AAD4U2R5	KAI4538418.1	Ovis ammon polii	230172	934			273	353	81	True	21	2	47
A0AAD4U4L5	KAI4538192.1	Ovis ammon polii	230172	548			221	305	85	False	1	0	
A0AAD4UAX9	KAI4541372.1	Ovis ammon polii	230172	2429			49	1584	1536	False	1	0	
A0AAD4UCN8	KAI4542656.1	Ovis ammon polii	230172	1420			275	1029	755	True	23	14	33
A0AAD4UD05	KAI4544202.1	Ovis ammon polii	230172	1498			1387	1470	84	False	1	0	
A0AAD4UHL5	KAI4547383.1	Ovis ammon polii	230172	231			5	92	88	False	1	0	
A0AAD4ULP1	KAI4547004.1	Ovis ammon polii	230172	1416			145	248	104	True	11	2	62
A0AAD4UMM0	KAI4548856.1	Ovis ammon polii	230172	239			10	96	87	True	6	3	19
A0AAD4VSS3	KAI5329809.1	Prunus dulcis	3755	1148			249	332	84	False	1	0	
A0AAD4WN26	KAI5346166.1	Prunus dulcis	3755	1341			648	730	83	False	1	0	
A0AAD4X7L7	KAI3853720.1	Papaver atlanticum	357466	1087			316	411	96	True	23	4	10
A0AAD4XAC1	KAI3869742.1	Papaver atlanticum	357466	1191			188	271	84	False	1	0	
A0AAD4XHT3	KAI3915914.1	Papaver atlanticum	357466	1023			39	119	81	True	20	4	16
A0AAD4XJ94	KAI3915947.1	Papaver atlanticum	357466	329			39	119	81	True	10	4	16
A0AAD4XLU5	KAI3922889.1	Papaver atlanticum	357466	1613			21	115	95	False	1	0	
A0AAD4XYV3	KAI4531265.1	Ovis ammon polii	230172	1548			1417	1534	118	False	1	0	
A0AAD4Y0S0	KAI4530859.1	Ovis ammon polii	230172	237			9	89	81	False	1	0	
A0AAD4Y1S9	KAI4531954.1	Ovis ammon polii	230172	552			330	372	43	True	13	2	19
A0AAD4Y2V0	KAI4532212.1	Ovis ammon polii	230172	1648			1517	1636	120	False	1	0	
A0AAD4YAP4	KAI4540988.1	Ovis ammon polii	230172	731			610	731	122	True	2	1	
A0AAD4YGS0	KAI4547288.1	Ovis ammon polii	230172	853			226	359	134	True	20	4	0
A0AAD5A121	KAI5607846.1	Silurus asotus	30991	203			4	96	93	True	6	3	24
A0AAD5A1M5	KAI5608091.1	Silurus asotus	30991	2020			276	1536	1261	True	21	15	35
A0AAD5A420	KAI5609287.1	Silurus asotus	30991	41			1	41	41	False	1	0	
A0AAD5A4R6	KAI5609285.1	Silurus asotus	30991	477			231	306	76	True	11	3	36
A0AAD5A9Y0	KAI5612426.1	Silurus asotus	30991	816			207	323	117	True	22	4	12
A0AAD5AAJ4	KAI5612365.1	Silurus asotus	30991	1108			293	383	91	True	18	2	70
A0AAD5AE91	KAI5614462.1	Silurus asotus	30991	1273			375	465	91	True	21	3	2
A0AAD5AKI3	KAI5617805.1	Silurus asotus	30991	1158			1027	1146	120	True	12	1	
A0AAD5ASX2	KAI5621931.1	Silurus asotus	30991	1285			1154	1273	120	True	14	2	19
A0AAD5AY58	KAI5624606.1	Silurus asotus	30991	1039			903	1020	118	True	10	1	
A0AAD5B007	KAI5625215.1	Silurus asotus	30991	371			5	92	88	True	12	2	59
A0AAD5B3J2	KAI5626499.1	Silurus asotus	30991	720			5	88	84	True	17	3	19
A0AAD5B6C6	KAI5629461.1	Silurus asotus	30991	527			1	77	77	True	14	3	23
A0AAD5BHW9	KAI5964484.1	Candida theae	1198502	551			16	90	75	False	1	0	
A0AAD5BKK5	KAI7724679.1	Ambrosia artemisiifolia	4212	720			22	109	88	True	7	3	16
A0AAD5BLD0	KAI7725523.1	Ambrosia artemisiifolia	4212	656			9	106	98	False	1	0	
A0AAD5C079	KAI7732961.1	Ambrosia artemisiifolia	4212	850			68	167	100	False	1	0	
A0AAD5C0I2	KAI7731796.1	Ambrosia artemisiifolia	4212	698			153	236	84	True	1	1	
A0AAD5C212	KAI7733607.1	Ambrosia artemisiifolia	4212	647			167	250	84	False	1	0	
A0AAD5CCT1	KAI7739267.1	Ambrosia artemisiifolia	4212	580			64	156	93	True	6	2	47
A0AAD5CIQ8	KAI7741291.1	Ambrosia artemisiifolia	4212	790			217	319	103	False	1	0	
A0AAD5CIV2	KAI7741665.1	Ambrosia artemisiifolia	4212	1019			136	218	83	False	1	0	
A0AAD5CSS3	KAI7747648.1	Ambrosia artemisiifolia	4212	908			154	248	95	False	1	0	
A0AAD5CV75	KAI7748222.1	Ambrosia artemisiifolia	4212	652			125	206	82	False	1	0	
A0AAD5D051	KAI7750902.1	Ambrosia artemisiifolia	4212	828			322	404	83	True	3	1	
A0AAD5D3S6	KAI7751521.1	Ambrosia artemisiifolia	4212	124			34	103	70	False	1	0	
A0AAD5DKP4	KAI7838164.1	Chlorella ohadii	2649997	1788			22	105	84	True	23	4	12
A0AAD5DNX1	KAI7841062.1	Chlorella ohadii	2649997	1463			139	233	95	False	1	0	
A0AAD5ECW8	KAI8580646.1	Umbelopsis ramanniana AG	1314678	536			12	100	89	True	6	3	16
A0AAD5EDU9	KAI8581587.1	Umbelopsis ramanniana AG	1314678	1275			1146	1244	99	True	12	3	19
A0AAD5F4Y7	KAI5353506.1	Prunus dulcis	3755	1461			9	89	81	False	1	0	
A0AAD5F709	KAI5355726.1	Prunus dulcis	3755	422			34	283	250	False	1	0	
A0AAD5FC90	KAI5610272.1	Silurus asotus	30991	633			296	380	85	True	15	4	39
A0AAD5FCB3	KAI5611531.1	Silurus asotus	30991	1366			82	184	103	True	10	4	13
A0AAD5FEX9	KAI5614321.1	Silurus asotus	30991	1500			334	1113	780	True	20	15	35
A0AAD5FHH2	KAI5617036.1	Silurus asotus	30991	1225			641	773	133	True	27	2	44
A0AAD5G4P2	KAI7727466.1	Ambrosia artemisiifolia	4212	544			24	109	86	True	3	2	47
A0AAD5GIB4	KAI7741281.1	Ambrosia artemisiifolia	4212	795			255	357	103	True	17	3	52
A0AAD5GKM9	KAI7744489.1	Ambrosia artemisiifolia	4212	226			32	72	41	True	7	3	16
A0AAD5GTK9	KAI7752799.1	Ambrosia artemisiifolia	4212	952			129	202	74	True	9	5	16
A0AAD5GTT4	KAI7751558.1	Ambrosia artemisiifolia	4212	1354			28	117	90	True	9	3	16
A0AAD5GUA5	KAI7755500.1	Ambrosia artemisiifolia	4212	1287			25	113	89	True	13	3	16
A0AAD5H4X0	KAI7844041.1	Chlorella ohadii	2649997	915			315	395	81	False	1	0	
A0AAD5HIE0	KAI8583173.1	Umbelopsis ramanniana AG	1314678	365			13	101	89	True	7	3	16
A0AAD5I6K2	KAI9153610.1	Acer negundo	4023	220			155	208	54	False	1	0	
A0AAD5I766	KAI9153788.1	Acer negundo	4023	220			155	208	54	False	1	0	
A0AAD5I9W8	KAI9157055.1	Acer negundo	4023	1406			812	894	83	True	4	1	
A0AAD5IA81	KAI9157250.1	Acer negundo	4023	785			16	113	98	False	1	0	
A0AAD5IH06	KAI9162172.1	Acer negundo	4023	730			21	118	98	False	1	0	
A0AAD5IMN6	KAI9169587.1	Acer negundo	4023	1529			21	110	90	False	1	0	
A0AAD5IQI1	KAI9173877.1	Acer negundo	4023	1138			235	318	84	False	1	0	
A0AAD5ITD7	KAI9176914.1	Acer negundo	4023	1006			176	258	83	False	1	0	
A0AAD5J3F5	KAI9185455.1	Acer negundo	4023	1168			176	259	84	False	1	0	
A0AAD5J749	KAI9186607.1	Acer negundo	4023	1094			273	377	105	True	23	3	54
A0AAD5KB27	KAI9277151.1	Phascolomyces articulosus	60185	388			21	113	93	False	1	0	
A0AAD5KKW4	KAI9554736.1	Daphnia sinensis	1820382	717			30	118	89	True	14	4	16
A0AAD5KYC2	KAI9562707.1	Daphnia sinensis	1820382	1099			157	703	547	True	12	7	31
A0AAD5LA90	KAI9553968.1	Daphnia sinensis	1820382	513			6	93	88	True	12	4	6
A0AAD5LFK9	KAI9561065.1	Daphnia sinensis	1820382	1304			79	176	98	True	3	1	
A0AAD5LIF9	KAJ0402293.1	Pythium insidiosum	114742	680			12	114	103	True	7	3	26
A0AAD5LR40	KAJ0406899.1	Pythium insidiosum	114742	388			79	154	76	True	4	1	
A0AAD5LUI2	KAJ0393855.1	Pythium insidiosum	114742	171			85	159	75	True	5	2	28
A0AAD5M9V3	KAJ0399941.1	Pythium insidiosum	114742	779			161	256	96	True	7	3	49
A0AAD5NV29	KAI9181327.1	Acer negundo	4023	1527			25	114	90	False	1	0	
A0AAD5NV99	KAI9181522.1	Acer negundo	4023	1051			251	351	101	True	23	3	52
A0AAD5NZD3	KAI9194260.1	Acer negundo	4023	1059			281	376	96	False	1	0	
A0AAD5PTU9	KAI9556514.1	Daphnia sinensis	1820382	526			4	82	79	True	11	3	39
A0AAD5PW77	KAI9560413.1	Daphnia sinensis	1820382	1425			491	583	93	True	16	3	14
A0AAD5PXM4	KAI9563791.1	Daphnia sinensis	1820382	1281			1151	1262	112	True	7	1	
A0AAD5QAJ0	KAJ0400933.1	Pythium insidiosum	114742	1566			36	137	102	True	4	1	
A0AAD5RX43	KAJ2905058.1	Zalerion maritima	339359	546			126	232	107	True	6	2	45
A0AAD5T9W4	KAJ3140457.1	Physocladia obscura	109957	421			147	234	88	True	4	2	78
A0AAD5TMR3	KAJ3179112.1	Geranomyces variabilis	109894	659			198	286	89	True	7	3	16
A0AAD5U7I9	KAJ3227569.1	Clydaea vesicula	447962	477			20	116	97	True	9	4	8
A0AAD5UGH3	KAJ3257089.1	Boothiomyces macroporosus	261099	136			8	91	84	True	2	2	15
A0AAD5VGM9	KAJ3491935.1	Meripilus lineatus	2056292	479			18	125	108	True	5	1	
A0AAD5WBX6	KAJ3685801.1	Rhynchospora tenuis	198213	1134			18	106	89	False	1	0	
A0AAD5WJT4	KAJ1373219.1	Parelaphostrongylus tenuis	148309	821			13	88	76	True	20	3	18
A0AAD5WZQ6	KAJ3038328.1	Rhizophlyctis rosea	64517	495			48	135	88	True	5	3	19
A0AAD5XBE3	KAJ3092244.1	Physocladia obscura	109957	435			160	247	88	True	4	2	66
A0AAD5YME4	KAJ3561459.1	Leucocoprinus birnbaumii	56174	649			18	108	91	True	11	1	
A0AAD5Z699	KAJ3687656.1	Rhynchospora tenuis	198213	711			114	196	83	True	2	1	
A0AAD5ZNH6	KAJ3701149.1	Rhynchospora tenuis	198213	959			166	267	102	True	23	3	53
A0AAD5ZQ03	KAJ3701972.1	Rhynchospora tenuis	198213	651			26	110	85	False	1	0	
A0AAD5ZUM3	KAJ3704370.1	Rhynchospora tenuis	198213	817			121	212	92	False	1	0	
A0AAD6AGZ1	KAJ4924592.1	Pogonophryne albipinna	1090488	1070			961	1057	97	True	16	3	19
A0AAD6AL88	KAJ4927544.1	Pogonophryne albipinna	1090488	1136			329	419	91	False	1	0	
A0AAD6AM57	KAJ4927293.1	Pogonophryne albipinna	1090488	1161			1030	1147	118	False	1	0	
A0AAD6ASQ7	KAJ4929545.1	Pogonophryne albipinna	1090488	1697			293	1157	865	True	24	16	36
A0AAD6AZ28	KAJ4934169.1	Pogonophryne albipinna	1090488	1304			1173	1292	120	True	15	3	19
A0AAD6B030	KAJ4934724.1	Pogonophryne albipinna	1090488	1155			299	389	91	True	20	3	2
A0AAD6B171	KAJ4934842.1	Pogonophryne albipinna	1090488	812			205	321	117	True	21	3	47
A0AAD6B1G6	KAJ4934843.1	Pogonophryne albipinna	1090488	1536			785	896	112	True	26	3	43
A0AAD6BAA4	KAJ4939787.1	Pogonophryne albipinna	1090488	1325			211	963	753	True	22	14	35
A0AAD6BC40	KAJ4941939.1	Pogonophryne albipinna	1090488	506			20	114	95	True	10	3	12
A0AAD6BE46	KAJ4941936.1	Pogonophryne albipinna	1090488	1039			377	506	130	True	16	3	35
A0AAD6CBS6	KAJ5455762.1	Penicillium daleae	63821	566			133	240	108	False	1	0	
A0AAD6D256	KAJ5547059.1	Penicillium frequentans	3151616	545			124	232	109	True	5	2	67
A0AAD6DTR0	KAJ5593045.1	Penicillium hordei	40994	587			134	237	104	True	4	2	63
A0AAD6EKX2	KAJ3688158.1	Rhynchospora tenuis	198213	743			114	196	83	False	1	0	
A0AAD6ELX3	KAJ3689239.1	Rhynchospora tenuis	198213	1271			17	106	90	False	1	0	
A0AAD6ER90	KAJ3698232.1	Rhynchospora tenuis	198213	1029			250	344	95	False	1	0	
A0AAD6F436	KAJ4920411.1	Pogonophryne albipinna	1090488	863			756	863	108	True	5	1	
A0AAD6FFG7	KAJ4931885.1	Pogonophryne albipinna	1090488	489			6	90	85	True	16	4	6
A0AAD6FGC5	KAJ4934090.1	Pogonophryne albipinna	1090488	1266			857	967	111	False	1	0	
A0AAD6FGM0	KAJ4934510.1	Pogonophryne albipinna	1090488	1244			1113	1230	118	False	1	0	
A0AAD6FKS9	KAJ4938623.1	Pogonophryne albipinna	1090488	1260			1039	1184	146	True	13	4	19
A0AAD6FLX4	KAJ4939942.1	Pogonophryne albipinna	1090488	988			360	493	134	True	26	4	0
A0AAD6FTZ1	KAJ4947072.1	Pogonophryne albipinna	1090488	202			4	96	93	False	1	0	
A0AAD6FUZ3	KAJ4949385.1	Pogonophryne albipinna	1090488	622			504	622	119	True	2	1	
A0AAD6GQV1	KAJ5583812.1	Penicillium hetheringtonii	911720	553			127	235	109	True	5	3	33
A0AAD6HSC9	KAJ5732818.1	Penicillium malachiteum	1324776	547			129	235	107	True	5	2	67
A0AAD6I0S3	KAJ6026686.1	Penicillium canescens	5083	575			129	236	108	False	1	0	
A0AAD6IYR3	KAJ6260777.1	Drechslerella dactyloides	74499	659			176	291	116	False	1	0	
A0AAD6J8X3	KAJ6400722.1	Salix udensis	889485	1025			227	325	99	False	1	0	
A0AAD6J9V0	KAJ6400723.1	Salix udensis	889485	1026			227	325	99	False	1	0	
A0AAD6JAW3	KAJ6401248.1	Salix udensis	889485	1043			253	348	96	True	24	4	10
A0AAD6JBQ3	KAJ6401249.1	Salix udensis	889485	1038			253	348	96	True	24	4	10
A0AAD6JEW8	KAJ6403892.1	Salix udensis	889485	1057			300	394	95	False	1	0	
A0AAD6JH50	KAJ6404347.1	Salix udensis	889485	1010			236	338	103	False	1	0	
A0AAD6JVC6	KAJ6411030.1	Salix udensis	889485	282			82	171	90	False	1	0	
A0AAD6JY63	KAJ6413439.1	Salix udensis	889485	1523			19	109	91	False	1	0	
A0AAD6JZ83	KAJ6414005.1	Salix udensis	889485	1122			91	171	81	True	2	1	
A0AAD6KRU0	KAJ6427267.1	Salix udensis	889485	776			25	122	98	False	1	0	
A0AAD6KSR4	KAJ6429021.1	Salix udensis	889485	694			81	163	83	False	1	0	
A0AAD6L023	KAJ6432800.1	Salix udensis	889485	1378			768	850	83	True	2	1	
A0AAD6L267	KAJ6433835.1	Salix udensis	889485	832			14	111	98	False	1	0	
A0AAD6L276	KAJ6433836.1	Salix udensis	889485	776			14	111	98	False	1	0	
A0AAD6L8K4	KAJ6951095.1	Populus alba x Populus x berolinensis	444605	264			14	89	76	False	1	0	
A0AAD6LQ11	KAJ6969692.1	Populus alba x Populus x berolinensis	444605	1121			300	404	105	True	23	3	55
A0AAD6LTY7	KAJ6973182.1	Populus alba x Populus x berolinensis	444605	1102			317	411	95	True	24	4	9
A0AAD6LWG0	KAJ6974290.1	Populus alba x Populus x berolinensis	444605	1100			111	191	81	False	1	0	
A0AAD6LXP4	KAJ6975240.1	Populus alba x Populus x berolinensis	444605	787			26	123	98	True	5	2	46
A0AAD6M0R5	KAJ6976710.1	Populus alba x Populus x berolinensis	444605	1155			306	411	106	True	22	3	55
A0AAD6M0V0	KAJ6976711.1	Populus alba x Populus x berolinensis	444605	1128			306	411	106	True	23	3	55
A0AAD6NQD1	KAJ6401165.1	Salix udensis	889485	69			26	69	44	False	1	0	
A0AAD6NWJ6	KAJ6407396.1	Salix udensis	889485	879			238	321	84	True	3	1	
A0AAD6P1F0	KAJ6412874.1	Salix udensis	889485	318			33	114	82	False	1	0	
A0AAD6PYL3	KAJ6972519.1	Populus alba x Populus x berolinensis	444605	1016			236	334	99	False	1	0	
A0AAD6QCC8	KAJ6986947.1	Populus alba x Populus x berolinensis	444605	1422			809	891	83	False	1	0	
A0AAD6QJU7	KAJ6991677.1	Populus alba x Populus x berolinensis	444605	134			19	100	82	True	3	3	16
A0AAD6RFJ8	KAJ7007831.1	Populus alba x Populus x berolinensis	444605	1037			236	338	103	False	1	0	
