uniprot	embl	organism	tax_id	prot_len	gene	product	tudor_start	tudor_end	tudor_len	has_genomic_exons	n_total_exons	n_exons_in_tudor	break_from_tudor_start
A0ABD2YZQ6	KAL3512036.1	Cinchona calisaya	153742	986			742	857	116	True	16	2	56
A0ABD3AE21	KAL3529027.1	Cinchona calisaya	153742	985			741	856	116	True	16	2	56
A0ABD3BKE9	KAL3617664.1	Castilleja foliolosa	1961234	989	TSN1_2		742	857	116	False	1	0	
A0ABD3ELK2	KAL3655116.1	Castilleja foliolosa	1961234	988	TSN1_1		742	857	116	False	1	0	
A0ABD3I027	KAL3696576.1	Riccia sorocarpa	122646	998			753	870	118	False	1	0	
A0ABD3IPQ7	KAL3716227.1	Eucalyptus globulus	34317	990			747	862	116	True	16	2	56
A0ABD3M2T3	KAL3757922.1	Discostella pseudostelligera	259834	935			729	807	79	True	5	1	
A0ABD3PUK4	KAL3791522.1	Cyclotella atomus	382360	940			701	822	122	True	4	1	
A0ABD3PW97	KAL3792253.1	Stephanodiscus triporus	2934178	932			701	819	119	True	5	1	
A0ABD3PXR9	KAL3792499.1	Cyclotella cryptica	29204	940			707	822	116	True	5	1	
A0ABD3S1U7	KAL3818459.1	Penstemon smallii	265156	1014			753	868	116	True	18	2	56
A0ABD3SPI2	KAL3826499.1	Cyclostephanos tholiformis	382380	953			722	840	119	True	5	1	
A0ABD3TEK1	KAL3835431.1	Penstemon smallii	265156	983			739	854	116	True	16	2	56
A0ABD3UD75	KAL3847459.1	Sinanodonta woodiana	1069815	216			81	145	65	True	6	3	23
A0ABD3UTV0	KAL3852582.1	Sinanodonta woodiana	1069815	1419			302	1327	1026	False	1	0	
A0ABD3UX36	KAL3854027.1	Sinanodonta woodiana	1069815	231			42	157	116	True	7	4	26
A0ABD3UZ67	KAL3854026.1	Sinanodonta woodiana	1069815	194			11	124	114	False	1	0	
A0ABD3V505	KAL3856694.1	Sinanodonta woodiana	1069815	646			591	646	56	True	5	2	5
A0ABD3VD73	KAL3859121.1	Sinanodonta woodiana	1069815	2014			6	1427	1422	True	50	32	6
A0ABD3VGG6	KAL3860133.1	Sinanodonta woodiana	1069815	231			69	157	89	True	7	3	47
A0ABD3VU85	KAL3865174.1	Sinanodonta woodiana	1069815	2269			754	2155	1402	True	20	5	42
A0ABD3VVZ2	KAL3865760.1	Sinanodonta woodiana	1069815	775			624	730	107	True	16	3	18
A0ABD3WA27	KAL3869617.1	Sinanodonta woodiana	1069815	3401			12	2823	2812	True	15	10	753
A0ABD3WHK4	KAL3872243.1	Sinanodonta woodiana	1069815	692			491	607	117	False	1	0	
A0ABD3WJ04	KAL3873954.1	Sinanodonta woodiana	1069815	231			69	157	89	True	7	3	47
A0ABD3WMH9	KAL3873953.1	Sinanodonta woodiana	1069815	231			69	157	89	True	7	3	47
A0ABD3WMI6	KAL3873952.1	Sinanodonta woodiana	1069815	231			69	157	89	True	7	3	47
A0ABD3WPJ5	KAL3874648.1	Sinanodonta woodiana	1069815	1472			920	1034	115	True	37	4	1
A0ABD3WWY1	KAL3877743.1	Sinanodonta woodiana	1069815	979			168	242	75	False	1	0	
A0ABD3XAB5	KAL3883003.1	Sinanodonta woodiana	1069815	216			81	145	65	True	6	3	23
A0ABD3XB13	KAL3883459.1	Sinanodonta woodiana	1069815	214			33	145	113	False	1	0	
A0ABD3XBI6	KAL3883460.1	Sinanodonta woodiana	1069815	155			11	123	113	False	1	0	
A0ABD3XBS3	KAL3883016.1	Sinanodonta woodiana	1069815	216			81	145	65	False	1	0	
A0ABD3XCJ2	KAL3883453.1	Sinanodonta woodiana	1069815	155			11	123	113	False	1	0	
A0ABD3XDA5	KAL3883561.1	Sinanodonta woodiana	1069815	906			701	783	83	True	22	3	41
A0ABD3XDZ4	KAL3883135.1	Sinanodonta woodiana	1069815	1808			476	1658	1183	False	1	0	
A0ABD3XE39	KAL3884007.1	Sinanodonta woodiana	1069815	216			81	145	65	False	1	0	
A0ABD3XX88	KAL3890205.1	Sinanodonta woodiana	1069815	865			83	797	715	False	1	0	
A0ABD3XYY3	KAL3890861.1	Sinanodonta woodiana	1069815	211			1	117	117	False	1	0	
A0ABD3XYY9	KAL3890791.1	Sinanodonta woodiana	1069815	142			5	80	76	False	1	0	
A0ABD3XZ90	KAL3890865.1	Sinanodonta woodiana	1069815	173			5	80	76	False	1	0	
A0ABD6E9B5	MFH4976593.1	Gnathostoma spinigerum	75299	346			126	244	119	True	8	3	51
A0ABD6EGA3	MFH4978726.1	Gnathostoma spinigerum	75299	216			26	138	113	True	3	2	56
A0ABD6EHP8	MFH4979105.1	Gnathostoma spinigerum	75299	912			687	804	118	True	15	2	52
A0ABD6EHS6	MFH4976232.1	Gnathostoma spinigerum	75299	433			254	324	71	True	10	2	68
A0ABD6EI78	MFH4977044.1	Gnathostoma spinigerum	75299	264			67	160	94	True	6	3	36
A0ABD6EUH0	MFH4981834.1	Gnathostoma spinigerum	75299	297			109	210	102	True	6	3	29
A0ABD6F0W7	MFH4982365.1	Gnathostoma spinigerum	75299	412			178	295	118	True	9	3	74
A0ABM8W4T2	CAG8525062.1	Gigaspora margarita	4874	882			647	767	121	True	16	3	66
A0ABN7AB05	BES89488.1	Nesidiocoris tenuis	355587	2015			1251	1647	397	True	27	8	44
A0ABN7AD14	BES90186.1	Nesidiocoris tenuis	355587	606			211	564	354	True	13	9	2
A0ABN7AIN5	BES92110.1	Nesidiocoris tenuis	355587	461			260	354	95	True	11	3	27
A0ABN7AK69	BES90757.1	Nesidiocoris tenuis	355587	1285			1088	1203	116	False	1	0	
A0ABN7ANU6	BES92062.1	Nesidiocoris tenuis	355587	1419			232	1340	1109	True	29	23	51
A0ABN7ASB2	BES95081.1	Nesidiocoris tenuis	355587	2873			23	2293	2271	True	26	18	46
A0ABN7AU76	BES93982.1	Nesidiocoris tenuis	355587	1388			715	826	112	True	21	3	29
A0ABN7AUG4	BES94949.1	Nesidiocoris tenuis	355587	1175			574	1092	519	True	20	11	21
A0ABN7AUJ3	BES95862.1	Nesidiocoris tenuis	355587	1494			1306	1429	124	True	11	4	20
A0ABN7AUK2	BES95863.1	Nesidiocoris tenuis	355587	993			805	928	124	True	11	4	20
A0ABN7B1S7	BES97759.1	Nesidiocoris tenuis	355587	664			509	584	76	True	9	1	
A0ABN7BEW5	BET02844.1	Nesidiocoris tenuis	355587	935			244	891	648	False	1	0	
A0ABN7BGI8	BET02843.1	Nesidiocoris tenuis	355587	455			308	417	110	False	1	0	
A0ABN7BHQ8	BET02842.1	Nesidiocoris tenuis	355587	612			465	574	110	False	1	0	
A0ABN7J6J5	CAD6949313.1	Tilletia caries	13290	1034			791	880	90	True	3	1	
A0ABN7NH99	CAG2054018.1	Timema podura	61482	1144			158	1079	922	True	17	14	25
A0ABN7NQN4	CAG2058150.1	Timema podura	61482	350			10	342	333	True	8	8	44
A0ABN7NUX7	CAG2057404.1	Timema podura	61482	222			68	105	38	True	4	1	
A0ABN7NV55	CAG2057394.1	Timema podura	61482	826			520	814	295	True	10	4	28
A0ABN7NWK1	CAG2059207.1	Timema podura	61482	572			238	302	65	True	7	3	9
A0ABN7P2R8	CAG2061410.1	Timema podura	61482	677			7	596	590	False	1	0	
A0ABN7PAX1	CAG2064948.1	Timema podura	61482	396			2	311	310	True	2	1	
A0ABN7RYI6	CAG5089042.1	Oikopleura dioica	34765	823			645	721	77	True	5	1	
A0ABN7S0E0	CAG5090280.1	Oikopleura dioica	34765	766			548	672	125	True	12	1	
A0ABN7S520	CAG5091577.1	Oikopleura dioica	34765	934			724	806	83	True	9	2	23
A0ABN7S8U4	CAG5091359.1	Oikopleura dioica	34765	1024			595	712	118	True	6	1	
A0ABN7SDB2	CAG5098345.1	Oikopleura dioica	34765	864			534	595	62	True	7	1	
A0ABN7SIG3	CAG5098344.1	Oikopleura dioica	34765	861			531	592	62	True	7	1	
A0ABN7SL17	CAG5099251.1	Oikopleura dioica	34765	810			22	668	647	True	11	8	6
A0ABN7SXU2	CAG5107800.1	Oikopleura dioica	34765	411			153	248	96	True	4	2	32
A0ABN7SY88	CAG5107798.1	Oikopleura dioica	34765	398			153	248	96	True	4	2	19
A0ABN7SYB8	CAG5107858.1	Oikopleura dioica	34765	621			49	564	516	True	3	1	
A0ABN7T4U4	CAG5111433.1	Oikopleura dioica	34765	1764			1242	1347	106	True	12	1	
A0ABN7T9I8	CAG5113206.1	Oikopleura dioica	34765	2696			1318	2536	1219	True	19	10	423
A0ABN7TDX6	CAG5112811.1	Oikopleura dioica	34765	573			394	516	123	True	5	2	78
A0ABN8ATC6	CAH0399146.1	Chilo suppressalis	168631	1707			514	1643	1130	True	22	11	45
A0ABN8AVQ8	CAH0398007.1	Chilo suppressalis	168631	709			216	628	413	True	16	11	22
A0ABN8AVR1	CAH0398871.1	Chilo suppressalis	168631	2535			14	2110	2097	True	12	12	619
A0ABN8AWC2	CAH0400477.1	Chilo suppressalis	168631	1443			905	1022	118	True	27	3	19
A0ABN8AZI2	CAH0401906.1	Chilo suppressalis	168631	896			692	772	81	True	10	2	67
A0ABN8B2F0	CAH0400773.1	Chilo suppressalis	168631	621			266	368	103	True	12	4	26
A0ABN8B6V4	CAH0401501.1	Chilo suppressalis	168631	932			399	517	119	True	10	3	32
A0ABN8BB70	CAH0406471.1	Chilo suppressalis	168631	605			459	534	76	True	7	2	5
A0ABN8BCN8	CAH0404213.1	Chilo suppressalis	168631	1808			1029	1391	363	True	3	1	
A0ABN8BDZ8	CAH0405405.1	Chilo suppressalis	168631	1097			465	1022	558	True	19	11	22
A0ABN8BVV2	CAH0485033.1	Peronospora farinosa	134698	902			697	775	79	True	2	1	
A0ABN8HPQ7	CAH2035335.1	Iphiclides podalirius	110791	895			691	771	81	True	10	2	45
A0ABN8HQ96	CAH2037814.1	Iphiclides podalirius	110791	525			201	466	266	True	10	6	46
A0ABN8HTQ9	CAH2039405.1	Iphiclides podalirius	110791	1995			34	1796	1763	True	12	12	796
A0ABN8HXS1	CAH2043312.1	Iphiclides podalirius	110791	585			248	350	103	True	11	4	26
A0ABN8HYP6	CAH2042767.1	Iphiclides podalirius	110791	640			331	452	122	True	8	2	35
A0ABN8I0A8	CAH2040488.1	Iphiclides podalirius	110791	1489			397	1422	1026	True	21	11	45
A0ABN8I0I7	CAH2043310.1	Iphiclides podalirius	110791	598			261	363	103	True	11	4	26
A0ABN8I872	CAH2045426.1	Iphiclides podalirius	110791	1441			903	1021	119	True	25	3	7
A0ABN8ICM5	CAH2050370.1	Iphiclides podalirius	110791	1078			454	1009	556	True	19	10	22
A0ABN8IR00	CAH2064600.1	Iphiclides podalirius	110791	857			517	790	274	True	16	6	9
A0ABN8J0X5	CAH2073887.1	Iphiclides podalirius	110791	329			183	258	76	True	10	2	5
A0ABN8J4F9	CAH2073889.1	Iphiclides podalirius	110791	327			181	256	76	True	10	2	5
A0ABN8L5X5	CAH2981454.1	Chilo suppressalis	168631	2484			14	2059	2046	True	11	11	619
A0ABN8LD28	CAH3014831.1	Porites evermanni	104178	1289			221	1251	1031	False	1	0	
A0ABN8LDA0	CAH3015065.1	Porites evermanni	104178	2144			6	1463	1458	True	42	24	5
A0ABN8LHZ2	CAH3016680.1	Porites evermanni	104178	4505			11	3718	3708	False	1	0	
A0ABN8LZA9	CAH3021292.1	Porites evermanni	104178	475			333	410	78	True	4	2	56
A0ABN8MFW3	CAH3028043.1	Porites evermanni	104178	476			272	388	117	True	9	3	3
A0ABN8MJY7	CAH3028897.1	Porites evermanni	104178	1945			312	1885	1574	True	8	3	22
A0ABN8MKQ1	CAH3029106.1	Porites evermanni	104178	983			270	361	92	True	8	1	
A0ABN8MU98	CAH3034663.1	Porites lobata	104759	898			693	775	83	True	31	4	0
A0ABN8MZ75	CAH3035185.1	Porites lobata	104759	2172			539	2112	1574	False	1	0	
A0ABN8P2N1	CAH3130048.1	Porites lobata	104759	2134			6	1453	1448	False	1	0	
A0ABN8PG68	CAH3143144.1	Porites lobata	104759	1224			62	178	117	True	18	3	15
A0ABN8PLB9	CAH3146242.1	Porites evermanni	104178	435			62	178	117	True	7	3	15
A0ABN8PRH9	CAH3149294.1	Porites lobata	104759	1306			389	1225	837	False	1	0	
A0ABN8PS40	CAH3149765.1	Porites lobata	104759	1197			337	410	74	True	4	2	52
A0ABN8QP31	CAH3166074.1	Porites lobata	104759	1435			901	1012	112	True	40	5	1
A0ABN8QQL3	CAH3168447.1	Porites evermanni	104178	954			129	201	73	True	32	3	22
A0ABN8QUX1	CAH3168457.1	Porites lobata	104759	1631			462	1390	929	True	35	20	50
A0ABN8QZV9	CAH3171676.1	Porites lobata	104759	1402			359	1381	1023	False	1	0	
A0ABN8R5L4	CAH3174086.1	Porites lobata	104759	912			272	388	117	False	1	0	
A0ABN8REU6	CAH3175822.1	Porites lobata	104759	983			270	361	92	True	8	3	27
A0ABN8SM26	CAH3191520.1	Porites evermanni	104178	1134			837	948	112	True	32	5	1
A0ABN8SNZ2	CAH3192774.1	Porites evermanni	104178	1102			359	892	534	True	13	6	28
A0ABN8SP55	CAH3193050.1	Porites evermanni	104178	1306			389	1225	837	True	28	20	36
A0ABN8STC1	CAH3194809.1	Porites evermanni	104178	254			45	166	122	True	5	4	15
A0ABN8SUL0	CAH3195185.1	Porites evermanni	104178	452			270	361	92	True	7	2	20
A0ABN8SYJ4	CAH3194810.1	Porites evermanni	104178	523			388	508	121	True	10	1	
A0ABN8T0C4	CAH3196734.1	Porites evermanni	104178	219			15	131	117	True	4	4	31
A0ABN8XPR1	CAI9151384.1	Rangifer tarandus platyrhynchus	3082113	369			193	331	139	True	13	6	21
A0ABN8XPZ7	CAI9151478.1	Rangifer tarandus platyrhynchus	3082113	592			360	452	93	True	13	3	20
A0ABN8YEF5	CAI9158236.1	Rangifer tarandus platyrhynchus	3082113	1403			926	1026	101	True	36	3	1
A0ABN8YGG2	CAI9160624.1	Rangifer tarandus platyrhynchus	3082113	325			118	200	83	True	9	4	0
A0ABN8YGW6	CAI9159121.1	Rangifer tarandus platyrhynchus	3082113	1098			492	1020	529	True	16	9	51
A0ABN8YIR6	CAI9160491.1	Rangifer tarandus platyrhynchus	3082113	1018			61	135	75	True	24	3	15
A0ABN8YLN4	CAI9162480.1	Rangifer tarandus platyrhynchus	3082113	844			696	772	77	True	10	3	5
A0ABN8YN09	CAI9161823.1	Rangifer tarandus platyrhynchus	3082113	1308			4	1015	1012	True	32	24	26
A0ABN8Z796	CAI9168468.1	Rangifer tarandus platyrhynchus	3082113	2099			6	1662	1657	True	4	1	
A0ABN8ZXS7	CAI9178757.1	Rangifer tarandus platyrhynchus	3082113	1618			464	1576	1113	True	35	24	52
A0ABN9A252	CAI9179735.1	Rangifer tarandus platyrhynchus	3082113	1026			477	594	118	True	17	3	30
A0ABN9A2G5	CAI9178139.1	Rangifer tarandus platyrhynchus	3082113	1183			260	1053	794	True	25	16	60
A0ABN9GXH8	CAI9613266.1	Staurois parvus	386267	636			580	636	57	True	6	1	
A0ABN9M0Q4	CAJ0955859.1	Ranitomeya imitator	111125	398			93	232	140	True	8	4	40
A0ABN9M205	CAJ0955270.1	Ranitomeya imitator	111125	1886			189	1387	1199	False	1	0	
A0ABN9M2S7	CAJ0955857.1	Ranitomeya imitator	111125	804			266	359	94	True	6	3	51
A0ABN9Z665	CAK6433800.1	Pipistrellus nathusii	59473	1101			492	1023	532	True	16	8	29
A0ABN9Z666	CAK6431722.1	Pipistrellus nathusii	59473	1384			914	1008	95	True	36	5	7
A0ABN9Z8T6	CAK6434750.1	Pipistrellus nathusii	59473	1018			61	135	75	True	24	3	15
A0ABN9Z9R0	CAK6434894.1	Pipistrellus nathusii	59473	2088			14	1884	1871	False	1	0	
A0ABN9ZDP1	CAK6434292.1	Pipistrellus nathusii	59473	910			703	785	83	True	24	4	0
A0ABN9ZI56	CAK6438003.1	Pipistrellus nathusii	59473	888			740	816	77	True	10	3	5
A0ABN9ZIM1	CAK6436087.1	Pipistrellus nathusii	59473	1097			260	1051	792	True	23	18	13
A0ABN9ZJR8	CAK6436899.1	Pipistrellus nathusii	59473	1308			4	1018	1015	True	32	24	4
A0ABN9ZS87	CAK6439586.1	Pipistrellus nathusii	59473	1033			477	594	118	True	17	3	30
A0ABN9ZSL8	CAK6439282.1	Pipistrellus nathusii	59473	561			328	420	93	True	12	2	47
A0ABN9ZYC2	CAK6442828.1	Pipistrellus nathusii	59473	743			648	700	53	True	13	2	32
A0ABP0AES5	CAK6446922.1	Pipistrellus nathusii	59473	2073			6	1661	1656	True	4	4	2
A0ABP0AP96	CAK7209069.1	Sporothrix bragantina	671064	885			650	773	124	False	1	0	
A0ABP0CB96	CAK7228915.1	Sporothrix eucalyptigena	1812306	885			650	773	124	True	3	1	
A0ABP0CKD4	CAK7232557.1	Sporothrix curviconia	1260050	886			651	774	124	True	3	1	
A0ABP0DQ07	CAK7270335.1	Sporothrix epigloea	1892477	883			648	771	124	False	1	0	
A0ABP0E1Z5	CAK7274593.1	Sporothrix epigloea	1892477	888			678	757	80	True	3	1	
A0ABP0EHX9	CAK7918139.1	[Candida] anglica	148631	905			659	791	133	False	1	0	
A0ABP0F4R7	CAK8673222.1	Clavelina lepadiformis	159417	1238			355	1162	808	False	1	0	
A0ABP0F5Y0	CAK8675114.1	Clavelina lepadiformis	159417	1255			474	1091	618	False	1	0	
A0ABP0F9W6	CAK8676497.1	Clavelina lepadiformis	159417	822			675	750	76	False	1	0	
A0ABP0FE40	CAK8677960.1	Clavelina lepadiformis	159417	1401			664	786	123	True	16	3	46
A0ABP0FF02	CAK8677956.1	Clavelina lepadiformis	159417	1424			627	749	123	True	16	3	46
A0ABP0FHK9	CAK8677959.1	Clavelina lepadiformis	159417	1298			664	786	123	True	15	3	46
A0ABP0FIS6	CAK8677958.1	Clavelina lepadiformis	159417	1186			664	786	123	True	13	3	46
A0ABP0FK49	CAK8680022.1	Clavelina lepadiformis	159417	3354			11	2515	2505	True	13	4	13
A0ABP0FTX4	CAK8683078.1	Clavelina lepadiformis	159417	1349			880	996	117	False	1	0	
A0ABP0FV97	CAK8683080.1	Clavelina lepadiformis	159417	1365			897	1013	117	False	1	0	
A0ABP0G0B6	CAK8684940.1	Clavelina lepadiformis	159417	1870			27	1211	1185	True	32	23	4
A0ABP0G2W2	CAK8686186.1	Clavelina lepadiformis	159417	330			138	194	57	False	1	0	
A0ABP0GER0	CAK8690260.1	Clavelina lepadiformis	159417	957			307	898	592	False	1	0	
A0ABP0GXX4	CAK8696608.1	Clavelina lepadiformis	159417	261			107	189	83	True	5	3	9
A0ABP0H2M7	CAK8698243.1	Clavelina lepadiformis	159417	821			263	770	508	False	1	0	
A0ABP0I690	CAK8998101.1	Durusdinium trenchii	1381693	338			102	210	109	True	18	6	5
A0ABP0IN62	CAK9002815.1	Durusdinium trenchii	1381693	928			732	814	83	False	1	0	
A0ABP0KNC8	CAK9028360.1	Durusdinium trenchii	1381693	384			148	256	109	True	13	6	5
A0ABP0US90	CAK9228776.1	Sphagnum troendelagicum	128251	1000			757	874	118	True	16	2	57
A0ABP0ZHF6	CAK9330350.1	Citrullus colocynthis	252529	1089			846	961	116	True	18	2	56
A0ABP0ZJF2	CAK9437845.1	Lodderomyces beijingensis	1775926	882			677	775	99	False	1	0	
A0ABP1BQ49	CAK9878154.1	Sphagnum jensenii	128206	1000			757	874	118	True	16	2	57
A0ABP1DI13	CAL1707495.1	Somion occarium	3059160	910			683	795	113	True	19	3	11
A0ABP1DI44	CAL1707496.1	Somion occarium	3059160	830			603	715	113	True	18	3	11
A0ABP1DKC8	CAL1707498.1	Somion occarium	3059160	770			697	760	64	True	19	2	62
A0ABP1GVF0	CAL5979999.1	Hexamita inflata	28002	827			665	726	62	False	1	0	
A0ABP1N467	CAL7935771.1	Xylocopa violacea	135666	893			693	771	79	False	1	0	
A0ABP1NDW1	CAL7938047.1	Xylocopa violacea	135666	1228			485	1167	683	True	15	9	241
A0ABP1NHX8	CAL7940618.1	Xylocopa violacea	135666	580			436	504	69	False	1	0	
A0ABP1NR38	CAL7943510.1	Xylocopa violacea	135666	1105			491	1032	542	False	1	0	
A0ABP1NR41	CAL7943511.1	Xylocopa violacea	135666	996			382	923	542	False	1	0	
A0ABP1NXD1	CAL7945703.1	Xylocopa violacea	135666	2538			28	2101	2074	True	11	10	135
A0ABP1NXD3	CAL7945701.1	Xylocopa violacea	135666	2565			28	2101	2074	True	10	10	135
A0ABP1NXF0	CAL7945700.1	Xylocopa violacea	135666	2593			28	2156	2129	True	12	11	135
A0ABP1NXH0	CAL7945699.1	Xylocopa violacea	135666	2659			3	2195	2193	True	11	11	199
A0ABP1NXP3	CAL7945702.1	Xylocopa violacea	135666	2632			3	2195	2193	True	12	11	199
A0ABP1NZP1	CAL7945698.1	Xylocopa violacea	135666	2620			28	2156	2129	True	11	11	135
A0ABP1P0D6	CAL7945697.1	Xylocopa violacea	135666	2643			28	2179	2152	True	12	12	135
A0ABP1P652	CAL7947963.1	Xylocopa violacea	135666	722			474	580	107	False	1	0	
A0ABP1P6R9	CAL7947962.1	Xylocopa violacea	135666	1356			474	580	107	False	1	0	
A0ABP1PCX1	CAL7951071.1	Xylocopa violacea	135666	1395			861	994	134	False	1	0	
A0ABP1PFP4	CAL7951692.1	Xylocopa violacea	135666	615			270	361	92	False	1	0	
A0ABP1PIN3	CAL7951693.1	Xylocopa violacea	135666	628			270	361	92	False	1	0	
A0ABP1PKQ5	CAL8069756.1	Orchesella dallaii	48710	1224			818	1145	328	False	1	0	
A0ABP1PNX0	CAL8072309.1	Orchesella dallaii	48710	700			503	626	124	False	1	0	
A0ABP1PT28	CAL8074262.1	Orchesella dallaii	48710	394			195	308	114	False	1	0	
A0ABP1PVX8	CAL8079674.1	Orchesella dallaii	48710	639			437	537	101	True	8	2	50
A0ABP1PWQ0	CAL8078231.1	Orchesella dallaii	48710	832			558	613	56	False	1	0	
A0ABP1PZT4	CAL8081907.1	Orchesella dallaii	48710	702			301	424	124	True	2	1	
A0ABP1PZX8	CAL8084214.1	Orchesella dallaii	48710	1111			427	783	357	True	13	6	57
A0ABP1PZZ3	CAL8084190.1	Orchesella dallaii	48710	1219			535	891	357	True	15	7	26
A0ABP1PZZ7	CAL8084208.1	Orchesella dallaii	48710	1074			441	797	357	True	13	6	69
A0ABP1Q023	CAL8084211.1	Orchesella dallaii	48710	814			130	486	357	True	9	5	56
A0ABP1Q053	CAL8084205.1	Orchesella dallaii	48710	1053			547	903	357	True	15	7	6
A0ABP1Q0K9	CAL8084686.1	Orchesella dallaii	48710	1508			710	789	80	True	17	1	
A0ABP1Q0Q3	CAL8084852.1	Orchesella dallaii	48710	317			21	149	129	True	4	3	24
A0ABP1Q1P2	CAL8084196.1	Orchesella dallaii	48710	1051			545	901	357	True	15	7	8
A0ABP1Q294	CAL8084193.1	Orchesella dallaii	48710	1179			547	902	356	True	15	7	76
A0ABP1Q3S5	CAL8088301.1	Orchesella dallaii	48710	255			63	183	121	True	5	3	13
A0ABP1Q4I6	CAL8089039.1	Orchesella dallaii	48710	937			280	578	299	False	1	0	
A0ABP1Q4U1	CAL8089336.1	Orchesella dallaii	48710	738			502	615	114	True	7	3	15
A0ABP1Q6J8	CAL8091272.1	Orchesella dallaii	48710	477			96	186	91	False	1	0	
A0ABP1Q735	CAL8089042.1	Orchesella dallaii	48710	842			280	578	299	False	1	0	
A0ABP1Q9T2	CAL8094227.1	Orchesella dallaii	48710	710			136	437	302	False	1	0	
A0ABP1QIW8	CAL8105015.1	Orchesella dallaii	48710	536			275	369	95	True	5	2	92
A0ABP1QIY8	CAL8105000.1	Orchesella dallaii	48710	294			78	202	125	False	1	0	
A0ABP1QJ94	CAL8105418.1	Orchesella dallaii	48710	345			220	345	126	True	3	1	
A0ABP1QLQ1	CAL8108063.1	Orchesella dallaii	48710	492			47	378	332	False	1	0	
A0ABP1QPD2	CAL8109858.1	Orchesella dallaii	48710	914			707	787	81	False	1	0	
A0ABP1QSP6	CAL8111255.1	Orchesella dallaii	48710	1556			1074	1168	95	True	24	3	1
A0ABP1QT58	CAL8111279.1	Orchesella dallaii	48710	494			227	384	158	True	4	2	149
A0ABP1QZE0	CAL8115568.1	Orchesella dallaii	48710	550			379	433	55	True	5	2	29
A0ABP1R0R3	CAL8116969.1	Orchesella dallaii	48710	542			227	407	181	False	1	0	
A0ABP1R332	CAL8115572.1	Orchesella dallaii	48710	556			362	439	78	True	5	2	52
A0ABP1RAE5	CAL8123863.1	Orchesella dallaii	48710	1611			837	1235	399	False	1	0	
A0ABP1RKJ2	CAL8129553.1	Orchesella dallaii	48710	320			35	164	130	False	1	0	
A0ABP1RKL4	CAL8129590.1	Orchesella dallaii	48710	661			104	478	375	False	1	0	
A0ABP1RKU3	CAL8129622.1	Orchesella dallaii	48710	1052			547	902	356	True	15	5	9
A0ABP1RMT8	CAL8131019.1	Orchesella dallaii	48710	841			508	620	113	True	4	3	33
A0ABP1RNC8	CAL8131601.1	Orchesella dallaii	48710	590			309	588	280	True	6	3	39
A0ABP1RNF7	CAL8131603.1	Orchesella dallaii	48710	642			361	640	280	True	6	3	39
A0ABP1RNL8	CAL8131605.1	Orchesella dallaii	48710	292			106	225	120	True	5	3	9
A0ABP1RR80	CAL8133503.1	Orchesella dallaii	48710	1081			204	292	89	True	16	2	44
A0ABP1RT71	CAL8134872.1	Orchesella dallaii	48710	1223			372	643	272	True	18	6	11
A0ABP1RWK6	CAL8137358.1	Orchesella dallaii	48710	509			263	339	77	True	5	2	5
A0ABP1RYP2	CAL8138716.1	Orchesella dallaii	48710	1350			844	993	150	False	1	0	
A0ABP1S327	CAL8142844.1	Orchesella dallaii	48710	1032			525	928	404	False	1	0	
A0ABP1S429	CAL8142802.1	Orchesella dallaii	48710	648			123	500	378	False	1	0	
A0ABP1S752	CAL8145306.1	Orchesella dallaii	48710	1294			506	869	364	True	8	1	
A0ABP2F0E0	EEQ89122.1	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586)	559297	883			650	773	124	True	2	1	
A0ABP9XLR6	GAA5795747.1	Helicostylum pulchrum	562976	884			651	767	117	False	1	0	
A0ABP9YYR8	GAA5811993.1	Mucor flavus	439312	885			652	768	117	True	4	1	
A0ABQ0CRZ2	GAB0136217.1	Epichloe bromicola	79588	884	g4528		646	769	124	False	1	0	
A0ABQ0D8N5	GAB1219200.1	Entamoeba nuttalli	412467	861			651	757	107	False	1	0	
A0ABQ0DQI0	GAB1225105.1	Entamoeba nuttalli	412467	842			641	738	98	False	1	0	
A0ABQ0EEK7	GAB1285569.1	Apodemus speciosus	105296	1123			482	584	103	False	1	0	
A0ABQ0ELY4	GAB1287810.1	Apodemus speciosus	105296	568			336	428	93	True	12	3	20
A0ABQ0ENV8	GAB1288476.1	Apodemus speciosus	105296	1101			480	1023	544	True	17	10	51
A0ABQ0EUA4	GAB1290616.1	Apodemus speciosus	105296	929			722	804	83	True	27	4	0
A0ABQ0EV89	GAB1290810.1	Apodemus speciosus	105296	1015			40	114	75	True	29	3	22
A0ABQ0EY31	GAB1291942.1	Apodemus speciosus	105296	1350			4	1121	1118	False	1	0	
A0ABQ0FBN9	GAB1296650.1	Apodemus speciosus	105296	922			774	850	77	False	1	0	
A0ABQ0FEY2	GAB1297823.1	Apodemus speciosus	105296	1271			739	839	101	True	38	3	0
A0ABQ0FI49	GAB1298935.1	Apodemus speciosus	105296	1573			421	1531	1111	True	37	25	0
A0ABQ0FIQ6	GAB1299133.1	Apodemus speciosus	105296	824			729	781	53	True	17	2	13
A0ABQ0FPD3	GAB1301081.1	Apodemus speciosus	105296	2217			144	1809	1666	False	1	0	
A0ABQ0FTS5	GAB1302560.1	Apodemus speciosus	105296	1144			229	1023	795	True	25	17	60
